Name,amh.tsv,eng.tsv,ewe.tsv,fra.tsv,hau.tsv,ibo.tsv,kin.tsv,lin.tsv,lug.tsv,orm.tsv,sna.tsv,sot.tsv,swa.tsv,twi.tsv,wol.tsv,xho.tsv,yor.tsv,zul.tsv
llama3,58.166666666666664,67.5,43.0,62.0,53.5,51.33333333333333,49.833333333333336,33.0,48.5,48.833333333333336,55.00000000000001,57.333333333333336,55.50000000000001,46.166666666666664,40.666666666666664,56.666666666666664,56.166666666666664,56.166666666666664
gemma,60.83333333333333,51.83333333333333,65.66666666666666,60.66666666666667,57.666666666666664,56.99999999999999,34.166666666666664,56.166666666666664,56.49999999999999,58.5,59.0,61.83333333333333,53.166666666666664,46.166666666666664,59.333333333333336,55.166666666666664,58.166666666666664
flant5,68.0,50.33333333333333,76.0,64.33333333333333,61.83333333333333,57.49999999999999,32.166666666666664,61.33333333333333,60.333333333333336,65.5,67.5,67.16666666666666,53.0,47.0,66.5,61.83333333333333,64.16666666666667
mt0,47.333333333333336,41.0,51.83333333333333,45.666666666666664,47.0,44.666666666666664,32.83333333333333,47.66666666666667,44.83333333333333,47.16666666666667,49.0,49.333333333333336,42.66666666666667,37.833333333333336,48.0,47.16666666666667,48.66666666666667
gemmaUltra,37.333333333333336,35.333333333333336,40.833333333333336,38.166666666666664,37.166666666666664,38.5,31.5,35.333333333333336,36.666666666666664,37.5,37.333333333333336,36.16666666666667,35.5,33.33333333333333,39.0,37.833333333333336,39.5
gemmaAlpaca,42.5,40.33333333333333,45.0,43.833333333333336,41.333333333333336,41.16666666666667,31.166666666666664,42.333333333333336,43.333333333333336,43.0,41.16666666666667,43.333333333333336,41.833333333333336,39.666666666666664,40.5,41.5,43.0
llama7b,37.166666666666664,36.333333333333336,37.166666666666664,33.83333333333333,36.333333333333336,38.83333333333333,32.33333333333333,35.16666666666667,35.0,37.166666666666664,36.833333333333336,35.66666666666667,35.16666666666667,35.5,36.16666666666667,34.5,36.666666666666664
aya,49.333333333333336,39.666666666666664,53.0,45.666666666666664,43.0,45.0,33.0,45.166666666666664,44.666666666666664,46.5,48.5,47.5,41.333333333333336,37.0,47.833333333333336,44.0,46.33333333333333
llama3n70B,73.0,80.16666666666666,51.83333333333333,76.0,67.33333333333333,63.0,64.0,31.0,59.5,59.0,68.5,64.16666666666667,66.5,53.0,44.666666666666664,66.66666666666666,60.66666666666667,65.0
bloom7b,45.33333333333333,38.0,47.66666666666667,42.16666666666667,40.166666666666664,43.5,34.0,40.166666666666664,42.333333333333336,41.833333333333336,44.5,45.0,39.5,38.0,42.16666666666667,40.166666666666664,45.0
llama13b,37.333333333333336,35.5,38.333333333333336,38.5,35.333333333333336,34.333333333333336,32.666666666666664,36.833333333333336,37.833333333333336,36.0,35.833333333333336,36.833333333333336,35.5,35.833333333333336,36.833333333333336,36.16666666666667,35.16666666666667
gemmaUltraAlpaca,43.333333333333336,40.33333333333333,47.333333333333336,44.333333333333336,42.5,40.166666666666664,29.166666666666668,43.333333333333336,42.0,43.5,42.833333333333336,45.33333333333333,38.83333333333333,39.5,45.666666666666664,44.333333333333336,44.83333333333333
gemmaUltra200k,37.666666666666664,34.0,36.0,34.833333333333336,33.5,36.333333333333336,27.0,33.33333333333333,33.83333333333333,34.333333333333336,35.333333333333336,35.5,34.166666666666664,35.833333333333336,35.0,36.5,36.16666666666667
