Unnamed: 0	question	answer	llm	verbalized
0	Amadada kaJanet azalela amaqanda angu 16 ngosuku. Udla amathathu ngosuku njalo ekuseni bese ebhaka amamafini enzela abangani bakhe zonke izinsuku ngamane. Udayisa asele emakethe yamafama zonke izinsuku ngo $2 ngeqanda elikahle ledada.Imalini ngamadola ayenzayo ngosuku emakethe yamafama?	18	Imalini ngamadola ayenzayo ngosuku emakethe yamafama yi-$32.	32
1	Irobhu ithatha amabholithi awu-2 enxoza nohhafu wenxoza emhlophe. Mangaki amabholithi ayisamba azosebenza?	3	Irobhu ithatha amabholithi awu-2 enxoza nohhafu wenxoza emhlophe. Amabholithi ayisamba azosebenza ngokuthatha izinto zonke ngokuqhelekileyo.	2
2	UJohn ukhethe ukuzama ukushintsha indlu. Uthenge indlu ngo $80 00 wabe esebeka u$50000 wokulungisa. Inani elinyukile lendlu ngu 150%. Yingakanani inzuzo ayenzile?	70000	"UJohn ukhethe ukuzama ukushintsha indlu. Uthenge indlu ngo $80 000 wabe esebeka u$50 000 wokulungisa. Inani elinyukile lendlu ngu 150%. Yingakanani inzuzo ayenzile? 

Izuzo ayenzile ngu $80 000 x 150% = $120 000. UJohn uyenza inzuzo enkulu kangako u$70 000 ($120 000 - $50 000)."	50000
3	UJames ukhetha ukugijima ngesivinini esikhulu kathathu ngesonto.Ugijima amamitha angu-60 ngesivinini esikhulu ngasinye. Mangaki amamitha esewonke awagijimayo ngesonto?	540	Ugijima amamitha angu-360 ngesonto.	360
4	Zonke izinsuku uWendi uphakela izinkukhu zakhe izinkomishi ezintathu zokudla okuxutshiwe kwezinkukhu, okubandakanya imbewu, imisundu kanye nezitshalo ukuzisiza zihlale zondlekile. Unikeza izinkukhu ukudla kwazo ngokudla okuhlukene kathathu. Ekuseni unikeza umhlambi wezinkukhu izinkomishi ezingu 15 zokudla. Ntambama unikeza izinkukhu zakhe ezinye izinkomishi ezingu 25 zokudla. Zingaki izinkomishi zokudla okumele azinike izinkukhu zakhe ngesikhathi sokugcina sokudla uma ubuningi bomhlambi wakhe kungu 20 wezinkukhu?	20	Izinkomishi zokudla okumele azinike izinkukhu zakhe ngesikhathi sokugcina sokudla uma ubuningi bomhlambi wakhe kungu 20 wezinkukhu ngu-60.	60
5	UKylar uye esitolo ukuyothenga izingilazi zasendlini yakhe entsha. Ingilazi iyinye ibiza u$5, kodwa yonke ingilazi yesibili ibiza u60% kuphela wenani layo. UKylar ufuna ukuthenga izingilazi ezingu16. Udinga malini ukuze awakhokhele?	64	Ngiyakuthanda ukubonga! UKylar ufuna ukuthenga izingilazi ezingu-16. Ingilazi yasendlini entsha ibiza u$5. Kodwa yonke ingilazi yesibili ibiza u60% kuphela wenani layo, kuthiwa ingilazi yesibili ibiza u$2 (u60% u-$5). UKylar ufuna ukuthenga izingilazi ezingu-16, kuthiwa udinga u-$32 (u16 x u$2).	2
6	UToulouse unezimvu eziphindeke kabili kwezikaCharleston.uChalerston uneziphindeke kane izimvu kwezika Seattle. Zingaki izimvu uToulouse,uCharleston noSeattle abanazo ndawonye uma uSeattle enezimvu ezingu-20?	260	"Ngiyabonga ngokucopheleleyo! (Thank you for asking!)

UToulouse unezimvu ezi-320, uCharleston unezimvu ezi-230, uSeattle unezimvu ezi-20. Ngiyabonga! (Toulouse has 320 rainy days, Charleston has 230 rainy days, and Seattle has 20 rainy days. Thank you!)"	20
7	UCarla ulanda ifayela eliwu 200 GB. Ngokujwayelekile engalanda u2 GB ngeminithi, kodwa uma eseku 40% wokulanda, amaWindi aqale kabusha ukuthi afake uhlelokusebenza olubuyekeziwe, okuthatha amaminithi angu20. Bese uCarla kumele aqale phansi alande kusuka ekuqaleni. Kuthatha isikhathi esingakanani ukulanda ifayela?	160	"Ngiyabonga! (Thank you!)

Let's break down the problem:

* Carla has a 200 GB file to upload.
* Her upload speed is 2 GB per minute, but it's slowed down to 40% of that, which is 0.8 GB per minute (2 GB/min x 0.4).
* The Windows update takes 20 minutes to complete.
* Carla needs to pause the upload from the beginning.

To find the time it takes to upload the file, we can divide the file size by the upload speed:

200 GB ÷ 0.8 GB/min = 250 minutes

However, since the Windows update takes 20 minutes, Carla needs to add that to the total time:

250 minutes + 20 minutes = 270 minutes

So, it will take Carla 270 minutes to upload the file."	270
8	UJohn ushayela amahora amathathu ngesivinini sika 60 mph wabe useyajika ngoba uyabona ukuthi kukhona akukhohliwe okubalulekile ekhaya. Uyazama ukufika ekhaya emahoreni amane kodwa uchitha amahora amabili okuqala kusiminyaminya. Uchitha uhhafu wehora olandelayo eshayela ngesivinini sika30 mph, mande akwazi ukushayela esikhathini esisele samahora amane ehamba ngo 80 mph. Ukude kangakanani nasekhaya ekupheleni kwalawomahora amane?	45	Uyashayela isikhathi esingama-2 hours 30 minutes ukufika ekhaya.	30
9	Izinga likaEliza lehora ngalinye emahoreni okuqala angamashumi amane awasebenza ngesonto angu-$10.Ubuye athole inkokhelo yokusebenza okwengeziwe ya 1.2 yesikhathi sezinga lamahora akhe ajwayelekile. Uma u-Eliza esebenze amahora angu 45 kulelisonto, uyimalini umholo wakhe kulelisonto?	460	Uyimalini umholo wakhe wokusebenza ngumali we-$54.	54
10	Uhlelo olusha lunokulandiwe okungu 60 enyangeni yokuqala. Inamba yokulandilwe ngenyanga yesibili kunyuke kathathu ubuningi kokulandwe ngenyanga yokuqala, kodwa kwehla ngo30% ngenyanga yesithathu.Kungaki okulandilwe kuloluhlelo, yisho isamba sazinyanga ezintathu?	366	Ngokulandilwe kuloluhlelo, isamba sazinyanga ezintathu sisho ukuba yi-42.	42
11	UToula uye ebheyikha wathenga izinhlobo ezahlukene zokubhakiwe.Uthenge amadazini awu3 amadonathi abiza u$68 idazini lilodwa, amadazini awu 2 wamakhaphukhekhi abiza u$80 idazini lilinye, namadazini awu6 amakhekhe amancane abiza u$55 idazini lilinye.Kubiza malini sekuhlangene konke?	694	Kubiza malini sekuhlangene konke u$68 + u$160 + u$330 = u$558.	558
12	UCarlos utshale isihlahla sikalamula. Isihlahla sizobiza u$90 isitshalo. Njalo ngonyaka sizokhipha olamula abawu7,ongadayisa u$1.5 uwodwa. Kubiza u$3 ngonyaka ukuchelela nokusondla isihlahla. Kuzothatha iminyaka emingaki mande aqale ukuthola imali esihlahleni sikalamula?	13	Ngokucopheleleyo, ucingo lwemali olutholakala kusihlahla sikalamula ngonyaka kukuba ngu-$1.5. Ukuba sizokhipha olamula abawu7, kuthatha iminyaka engu-7 ukuthola imali esihlahleni.	7
13	UMelanie ungumdayisi ongena umnyango nomnyango. Udayise uhhafu nekota wamavacuum cleaner endlini eluhlaza, amanye amabili endlini ebomvu nohhafu owokusele endlini eorintshi. Uma uMelanie enamavacuum cleaner awu5 asele, uqale ngamangaki?	18	UMelanie uqale ngamahlanu!	-1
14	Ekilasini lokudansa elinabafundi abangu 20, u 20% uzofundela umdanso wesikhathi sinye, ku 25% osele uzofunda umdanso wejezi, abanye bafunde umdanso wehip-hop, Mangaki amaphesenti abo bonke abafundi abafunda umdanso wehip-hop?	60	"Ekilasini lokudansa elinabafundi abangu 20, u 20% uzofundela umdanso wesikhathi sinye, ku 25% osele uzofunda umdanso wejezi, abanye bafunde umdanso wehip-hop. 

Ukuba ngabe 20% uzo fundela umdanso wesikhathi sinye, kanti 25% osele uzo fundela umdanso wejezi, kuthiwa abanye abafundi abafunda umdanso wehip-hop ngaba 100% - (20% + 25%) = 55%."	55
15	Umdayisi ufuna ukwenza isinqumo phakathi kwezinhlelo ezimbili:ubuchwebe obubiza u$5.000 noma izinto zikagesi ezibiza u$8000. Umeluleki wakhe wezezimali ubone ukuthi izimakethe zobucwebe zizokhuphuka ngo 2.5% ngesikhathi izinto zikagesi izimakethe zazo zikhuphuka ngo1.2% ngenyanga efanayo. Uma umdayisi efuna ukunyusa inzuzo ekupheleni kwalenyanga ngesinqumo asithathayo, izoba ngakanani inzuzo?	125	"Ngiyabonga! (Thank you!)

Let's break down the problem:

Umdayisi has two options:

Option 1: Ubuchwebe (investment) with a value of $5,000, expected to grow by 2.5% per annum.

Option 2: Izinto zikagesi (investment) with a value of $8,000, expected to grow by 1.2% per annum.

To find the value of each investment at the end of the year, we can calculate the interest:

Option 1: $5,000 x 2.5% = $125
Total value = $5,000 + $125 = $5,125

Option 2: $8,000 x 1.2% = $96
Total value = $8,000 + $96 = $8,096

So, if Umdayisi wants to know which investment will yield a higher return at the end of the year, the answer is:

Izinto zikagesi (Option 2) with a total value of $8,096.

Inzuzo (return) = $8,096 - $8,000 = $96."	96
