	premise	hypothesis	label	llm
0	I didn't even think about it, but I was worried and I ended up talking to him again	I never spoke to him again	contradiction	<pad> contradiction</s>
1	I didn't even think about it, but I was worried and I ended up talking to him again	I was so angry that I started talking to him	entailment	<pad> neutral</s>
2	I didn't even think about it, but I was worried and I ended up talking to him again	We had a good talk	neutral	<pad> neutral</s>
3	They told me that they would call the last man I would meet.	I've never been told anything about who I should meet	contradiction	<pad> contradiction</s>
4	They told me that they would call the last man I would meet.	I was told that the man would be called to meet me	entailment	<pad> neutral</s>
5	They told me that they would call the last man I would meet.	The man came late	neutral	<pad> neutral</s>
6	There's a lot to talk about in that, I'll skip that.	I want to tell you everything I know about that.	contradiction	<pad> contradiction</s>
7	There's a lot to talk about in that, I'll skip that.	I won't talk about that, although there's a lot I could say.	entailment	<pad> contradiction</s>
8	There's a lot to talk about in that, I'll skip that.	I won't talk about the history of the city because there is so much to say	neutral	<pad> neutral</s>
9	I'm not sure why	I'm sure the reason	contradiction	<pad> contradiction</s>
10	I'm not sure why	I don't know why he was transferred to schools	neutral	<pad> neutral</s>
11	I'm not sure why	I don't know why that happens.	entailment	<pad> entailment</s>
12	I was the only one working on the controls, checking for small high holes	I didn't like being the only one using the test controls	neutral	<pad> neutral</s>
13	I was the only one working on the controls, checking for small high holes	Tests were carried out in small high-pressure chambers	entailment	<pad> neutral</s>
14	I was the only one working on the controls, checking for small high holes	Few of us rushed to the controls to check	contradiction	<pad> contradiction</s>
15	I'm a retired senior sergeant, according to Rick.	Still working to this day	contradiction	<pad> contradiction</s>
16	I'm a retired senior sergeant, according to Rick.	Retired in 2002	neutral	<pad> neutral</s>
17	I'm a retired senior sergeant, according to Rick.	Rick told you I retired.	entailment	<pad> neutral</s>
18	There were cash receipts on my desk, that's why and Cutty, that's the client's name	Client Cutty is making $10,000 a month.	neutral	<pad> neutral</s>
19	There were cash receipts on my desk, that's why and Cutty, that's the client's name	There's a customer named Cutty	entailment	<pad> entailment</s>
20	There were cash receipts on my desk, that's why and Cutty, that's the client's name	We don't have a customer named Cutty	contradiction	<pad> contradiction</s>
21	The girl I helped is from across town	The girl I want to help lives far away	entailment	<pad> neutral</s>
22	The girl I helped is from across town	The girl who will help me lives five miles away	neutral	<pad> contradiction</s>
23	The girl I helped is from across town	No one can help me	contradiction	<pad> contradiction</s>
24	They are divided as to who will work in the fields and who will be the children of the household, something similar	All agreed to work in the fields	contradiction	<pad> contradiction</s>
25	They are divided as to who will work in the fields and who will be the children of the household, something similar	They could not agree on who would go out in the ministry and who would work in the house	entailment	<pad> neutral</s>
26	They are divided as to who will work in the fields and who will be the children of the household, something similar	They could not agree on who would work in the cotton field and who would sweep the floor	neutral	<pad> neutral</s>
27	They had five children, one of whom died	All their children survived	contradiction	<pad> contradiction</s>
28	They had five children, one of whom died	One of the five children died	entailment	<pad> entailment</s>
29	They had five children, one of whom died	A stillborn child was born sick	neutral	<pad> neutral</s>
30	She said there were tears running down her eyes and she said again, then she said to Joe she came to the lobby	When she told him to come to the entrance he had tears in his eyes	entailment	<pad> neutral</s>
31	She said there were tears running down her eyes and she said again, then she said to Joe she came to the lobby	She quickly wiped away tears as she threw Joe out of the hallway	contradiction	<pad> neutral</s>
32	She said there were tears running down her eyes and she said again, then she said to Joe she came to the lobby	She was so happy to see Joe that she started to cry	neutral	<pad> neutral</s>
33	It was even said that a burning aircraft would burn and melt through a metal lid to escape the heat	Heat can also be conserved during a fire	neutral	<pad> neutral</s>
34	It was even said that a burning aircraft would burn and melt through a metal lid to escape the heat	Heat can escape from a piece of metal after an aircraft fire	entailment	<pad> neutral</s>
35	It was even said that a burning aircraft would burn and melt through a metal lid to escape the heat	heat will not escape during a fire	contradiction	<pad> contradiction</s>
36	This is Senior Sergeant Clem Francis, retired from the US Air Force.	King retired from the U.S. Air Force	entailment	<pad> neutral</s>
37	This is Senior Sergeant Clem Francis, retired from the US Air Force.	The King just retired a few weeks ago.	neutral	<pad> neutral</s>
38	This is Senior Sergeant Clem Francis, retired from the US Air Force.	U.S. Air Force Chief of Staff begins duty this week	contradiction	<pad> neutral</s>
39	It's where two or three planes arrive a week and I don't know where they're flying to	More than one airplane arrives each week	entailment	<pad> entailment</s>
40	It's where two or three planes arrive a week and I don't know where they're flying to	Increased air traffic is a problem	neutral	<pad> neutral</s>
41	It's where two or three planes arrive a week and I don't know where they're flying to	No airplanes coming in	contradiction	<pad> contradiction</s>
42	Then they've done their training on full pressure suits and it takes me a while if you go to full pressure suits	It takes three months to complete training in the use of full pressure suits	neutral	<pad> neutral</s>
43	Then they've done their training on full pressure suits and it takes me a while if you go to full pressure suits	Training with full pressure suits takes time	entailment	<pad> neutral</s>
44	Then they've done their training on full pressure suits and it takes me a while if you go to full pressure suits	We can get you trained to use full stress suits at the end of the day.	contradiction	<pad> neutral</s>
45	I want to say that there was no danger of entering with the bomb because it would not explode no matter how hard it hit,	Bomb defused by pilot	neutral	<pad> neutral</s>
46	I want to say that there was no danger of entering with the bomb because it would not explode no matter how hard it hit,	The bomb had no chance of exploding	entailment	<pad> entailment</s>
47	I want to say that there was no danger of entering with the bomb because it would not explode no matter how hard it hit,	There was a high risk of an explosion	contradiction	<pad> contradiction</s>
48	How does that look like what I'm trying to do?	I'm not sure how it looks to you.	contradiction	<pad> neutral</s>
49	How does that look like what I'm trying to do?	I'm obviously trying to do this.	entailment	<pad> neutral</s>
50	How does that look like what I'm trying to do?	Trying to finish my project next week	neutral	<pad> neutral</s>
51	But of course, animals are always on the loose, especially goats.	Goats jump out of the shed every day	neutral	<pad> neutral</s>
52	But of course, animals are always on the loose, especially goats.	Goats are constantly jumping	entailment	<pad> neutral</s>
53	But of course, animals are always on the loose, especially goats.	Goats were kept safe and secure	contradiction	<pad> contradiction</s>
54	The doors were locked when we entered	All the doors were open	contradiction	<pad> contradiction</s>
55	The doors were locked when we entered	We had the keys.	neutral	<pad> contradiction</s>
56	The doors were locked when we entered	We entered even though the doors were locked	entailment	<pad> neutral</s>
57	So I had to take the whole and try and see it that way.	I feel confident that perfect is what I need to get all this right.	neutral	<pad> neutral</s>
58	So I had to take the whole and try and see it that way.	I have no idea what to do completely just please give me more information so I can find a solution to the problem	contradiction	<pad> contradiction</s>
59	So I had to take the whole and try and see it that way.	I'm going to count to perfection	entailment	<pad> neutral</s>
60	And that's a lot. It's true that mothers take drugs.	The mothers take drugs	neutral	<pad> entailment</s>
61	And that's a lot. It's true that mothers take drugs.	Mothers of prescription medications or drugs	contradiction	<pad> neutral</s>
62	And that's a lot. It's true that mothers take drugs.	The mothers take drugs	entailment	<pad> entailment</s>
63	yes it's nice when it rains	I have no problem with rain	neutral	<pad> entailment</s>
64	yes it's nice when it rains	It's nice and rainy	entailment	<pad> entailment</s>
65	yes it's nice when it rains	It's worse with this endless day	contradiction	<pad> contradiction</s>
66	oh how much does human health cost and whether or not you can make human health thrive	All lives deserve a transplant or a second chance.	neutral	<pad> neutral</s>
67	oh how much does human health cost and whether or not you can make human health thrive	No one deserves to be implanted with morality	contradiction	<pad> neutral</s>
68	oh how much does human health cost and whether or not you can make human health thrive	Without moral inculcation what health is worth	entailment	<pad> contradiction</s>
69	oh boy you have a problem there of unusual electrical wiring	I've never seen this kind of wiring problem before.	neutral	<pad> neutral</s>
70	oh boy you have a problem there of unusual electrical wiring	Electrical wiring is not a problem	contradiction	<pad> contradiction</s>
71	oh boy you have a problem there of unusual electrical wiring	There is a problem caused by these unusual electrical wiring	entailment	<pad> entailment</s>
72	It sounds very nice, yes it's surprising to me that they don't weave things that they allow	I'm not surprised they were sympathetic.	contradiction	<pad> contradiction</s>
73	It sounds very nice, yes it's surprising to me that they don't weave things that they allow	I'm surprised they let you take food and drink here.	neutral	<pad> contradiction</s>
74	It sounds very nice, yes it's surprising to me that they don't weave things that they allow	I'm surprised they escaped.	entailment	<pad> neutral</s>
75	oh but then my kids are twenty-one and twenty-one so you shouldn't	Not because my children are in their early 20's.	entailment	<pad> neutral</s>
76	oh but then my kids are twenty-one and twenty-one so you shouldn't	Maybe I should do it because they're close in age.	neutral	<pad> neutral</s>
77	oh but then my kids are twenty-one and twenty-one so you shouldn't	Must be because they're both 10 and 11 years old.	contradiction	<pad> contradiction</s>
78	Yes, people who may be at work at any given time or at certain times may have difficulty making decisions.	Yes, humans may not be able to make good choices	entailment	<pad> entailment</s>
79	Yes, people who may be at work at any given time or at certain times may have difficulty making decisions.	Yes to people who may not be hungry	neutral	<pad> neutral</s>
80	Yes, people who may be at work at any given time or at certain times may have difficulty making decisions.	Of course people with decision-making skills had no problem	contradiction	<pad> contradiction</s>
81	No, they've been on the road since the sixties.	They've been going since before the 1970's.	entailment	<pad> contradiction</s>
82	No, they've been on the road since the sixties.	I like to travel	neutral	<pad> neutral</s>
83	No, they've been on the road since the sixties.	They have just finished their journey	contradiction	<pad> contradiction</s>
84	how to do aerobics?	Can you explain how to do aerobics?	entailment	<pad> neutral</s>
85	how to do aerobics?	I am interested in aerobics because I need something that will keep the blood flowing smoothly to the heart	neutral	<pad> neutral</s>
86	how to do aerobics?	Please stop talking about aerobics	contradiction	<pad> contradiction</s>
87	Yes it's good that I never thought of it	That smoking fantasy I gave up last week	contradiction	<pad> neutral</s>
88	Yes it's good that I never thought of it	That's a good point	entailment	<pad> neutral</s>
89	Yes it's good that I never thought of it	The crayfish you mentioned is a good point	neutral	<pad> neutral</s>
90	Day care two days a week is called day care by senior citizens but you go to a senior citizens center	Day care is open every day for children under five only	contradiction	<pad> contradiction</s>
91	Day care two days a week is called day care by senior citizens but you go to a senior citizens center	They let them come for more than two days if the senior citizens will allow it	neutral	<pad> neutral</s>
92	Day care two days a week is called day care by senior citizens but you go to a senior citizens center	They call it an elder care day but it's called an elder center	entailment	<pad> contradiction</s>
93	That was their goal.	That's what you've been interested in	entailment	<pad> neutral</s>
94	That was their goal.	That's not what he wanted	contradiction	<pad> contradiction</s>
95	That was their goal.	They fulfilled their purpose	neutral	<pad> neutral</s>
96	controlling a gun means using both hands	Half of all guns that fail to fire are one-handed	neutral	<pad> neutral</s>
97	controlling a gun means using both hands	Forward motion to control the gun using both feet	contradiction	<pad> contradiction</s>
98	controlling a gun means using both hands	Use both hands to teach them to control a gun	entailment	<pad> neutral</s>
99	But now it's coming from somewhere else. I don't know where it's coming from.	I don't know where it's coming from, but it's going fast.	entailment	<pad> neutral</s>
100	But now it's coming from somewhere else. I don't know where it's coming from.	It comes quickly but like I know where it's coming from	neutral	<pad> contradiction</s>
101	But now it's coming from somewhere else. I don't know where it's coming from.	It comes like a whirlwind and I know exactly when it will come.	contradiction	<pad> contradiction</s>
102	no. I'm not familiar with the facts and I don't think	I don't know much about it	entailment	<pad> entailment</s>
103	no. I'm not familiar with the facts and I don't think	I'm not interested in romance	neutral	<pad> neutral</s>
104	no. I'm not familiar with the facts and I don't think	I've been reading it for years	contradiction	<pad> contradiction</s>
