premise,hypothesis,label,output
"Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. ",Khange ndithethe naye. ,contradiction,Entailment
"Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. ",Ndandinomsindi kakhulu ngokuba nje ndaye ndaqala ukuthetha naye. ,entailment,Entailment
"Ke, bendingayicingi kwa lonto, kodwa bendikhathazeke kakhulu, kwaye, ndipheke ndithetha naye kwakhona. ",Saye sathetha kakuhle kakhulu. ,neutral,Entailment
"Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. ",Andizange ndixelelwe nto ngokudibana nomntu. ,contradiction,Entailment
"Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. ",Ndaye ndaxelelwa ukuba kuzakubizwa umfana sidibane. ,entailment,Contradiction
"Bandixelela ukuba, yhu, kuzakubizwa numfana ekugqibeleni sidibane. ",Umfana wafika emva kwexesha.,neutral,This is a contradiction.
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. ,Ndifuna ukuxelela yonke into endiyaziyo ngalo nto. ,contradiction,This is a contradiction.
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. ,"Andizukuthetha ngaloo nto, nangona kuninzi ekufuneka kugutyungelwe.",entailment,Entailment
Ininzi kakhulu into ongathetha ngayo kulo nto ndizakuyidlula nje. ,Andizukuthetha ngembali yedolophu ngokuba ininzi into yokuthetha. ,neutral,Entailment
Ngoko andiqinisekanga ukuba kutheni.,Ndiqinisekile ngesizathu sokuba kutheni. ,contradiction,Contradiction
Ngoko andiqinisekanga ukuba kutheni.,Andiyazi kwakutheni ukuze atshintshe izikolo.,neutral,Neutral
Ngoko andiqinisekanga ukuba kutheni.,Andiyazi ukuba kutheni ukuze yenzeke lo nto.  ,entailment,Entailment
"Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. ",Zange ndithande ukuba ibendim ndodwa owaqhuba abalawuli kuvavanyo.,neutral,Entailment
"Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. ",Uvavanyo zazisenziwa kumagumbi amancinci e-althityhudi.,entailment,Contradiction
"Yayindim ndodwa owaye uh , soloko eqhuba abalawuli , uvavanyo kwigumbi le althityhudi encinci. ",kwakukho abambalwa bethu ababeqhuba abalawuli kuvavanyo.,contradiction,Entailment.
"Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. ",Ndisasebenza nanamhlanje. ,contradiction,Neutral
"Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. ",Ndathatha umhlala phantsi  ngonyaka wama2002. ,neutral,Entailment
"Ndingu uh ,mphathi oyintloko wapolisa, othathe umhlala phantsi, ngokutsho kukaRick. ",URick wakuxelela ukuba ndithathe umhlala phantsi. ,entailment,Entailment
"Kukho uqikelelo lokuhamba kwemali kwidesika yam kwaye, um uh, yenzelwe into enjalo naleyo Cutty. Elo ligama lomxhasi.",Umxhasi obizwa ngokuba nguCutty wenza i10000 yedola ngenyanga. ,neutral,Entailment
"Kukho uqikelelo lokuhamba kwemali kwidesika yam kwaye, um uh, yenzelwe into enjalo naleyo Cutty. Elo ligama lomxhasi.",Kukho umxhasi ogama linguCutty.,entailment,Entailment
"Kukho uqikelelo lokuhamba kwemali kwidesika yam kwaye, um uh, yenzelwe into enjalo naleyo Cutty. Elo ligama lomxhasi.",Asinaye umxhasi obizwa ngokuba nguCutty. ,contradiction,Entailment
Le ntombazana ezondinceda ihlala ngaphaya kwedolophu.,Le ntombazana endidinga uncedo kuyo ihlala kwindlela kude . ,entailment,This is an entailment.
Le ntombazana ezondinceda ihlala ngaphaya kwedolophu.,Le ntombazana ezakundinceda ihlala kumgama oziimiyile ezi-5.,neutral,Neutral
Le ntombazana ezondinceda ihlala ngaphaya kwedolophu.,Akekho umntu onokundinceda. ,contradiction,Entailment
"Kodwa bahlukana phakathi, ngathi yayingobani na abangobasemabaleni ezandla , nokuba ngoobani na abantwana bendlu kwakunjalo--",Bonke bagqiba kwelokuba bazakusebenza emabaleni. ,contradiction,Entailment
"Kodwa bahlukana phakathi, ngathi yayingobani na abangobasemabaleni ezandla , nokuba ngoobani na abantwana bendlu kwakunjalo--",Abakwazanga ukugqiba ukuba ngubani owayesisandla sebala kunye nowasendlwini. ,entailment,Entailment
"Kodwa bahlukana phakathi, ngathi yayingobani na abangobasemabaleni ezandla , nokuba ngoobani na abantwana bendlu kwakunjalo--",Abakwazanga ukuvumelana ukuba ngubani omakasebenze kwindawo yelaphu kunye nomakorobhe phantsi. ,neutral,Neutral
"Ndithetha ukuba babenabantwana abahlanu, omnye wabo wasweleka.",Bonke abantwana babo basinda. ,contradiction,Entailment
"Ndithetha ukuba babenabantwana abahlanu, omnye wabo wasweleka.",Omnye umntwana kwabaHlanu wasweleka . ,entailment,Entailment
"Ndithetha ukuba babenabantwana abahlanu, omnye wabo wasweleka.",Umntwana owaswelekayo wazalwa egula. ,neutral,Entailment
"Wathi yayizinyembezi nje ezaziphuma emehlweni wakhe, kwaye wathi, emveni koko wathi uJoe weza kwiVeranda. ",Njengoko wamxelela ukuba eze kwiveranda wayenenyembezi emehlweni wakhe. ,entailment,Entailment
"Wathi yayizinyembezi nje ezaziphuma emehlweni wakhe, kwaye wathi, emveni koko wathi uJoe weza kwiVeranda. ",Wakhawulezisa wazosula iinyembezi emveni kokuziphosa kukaJoe kwiveranda. ,contradiction,Entailment
"Wathi yayizinyembezi nje ezaziphuma emehlweni wakhe, kwaye wathi, emveni koko wathi uJoe weza kwiVeranda. ",Wayesonwabile ukubona uJoe wade waqalisa ukulila. ,neutral,Entailment
"Nokuba inqwelo moya yayisitsha, kwakutheni, inga yhu, tsha kwaye inganyibilika ngecandelo elikhokheleyo ngemitha ivuze. ",Imitha nayo ingaqulathwa ngesexha lomlilo. ,neutral,Neutral
"Nokuba inqwelo moya yayisitsha, kwakutheni, inga yhu, tsha kwaye inganyibilika ngecandelo elikhokheleyo ngemitha ivuze. ",Imitha ingavuzela kwingxenye ephambili emveni kokuba inqwelo moya itshile. ,entailment,Neutral
"Nokuba inqwelo moya yayisitsha, kwakutheni, inga yhu, tsha kwaye inganyibilika ngecandelo elikhokheleyo ngemitha ivuze. ",Imitha ayinakuvuza ngexesha lomlilo. ,contradiction,Neutral
"Umphathi omkhulu weeSajini uClem Francis, wathatha umhlala phantsi kumajoni omoya aseUS. ",Umphathi wathatha umhlala phantsi kumajoni omoya aseUS. ,entailment,Entailment
"Umphathi omkhulu weeSajini uClem Francis, wathatha umhlala phantsi kumajoni omoya aseUS. ",Umphathi usandula kuthatha umhlala phantsi kwiiveki ezimbalwa ezigqithileyo. ,neutral,Neutral
"Umphathi omkhulu weeSajini uClem Francis, wathatha umhlala phantsi kumajoni omoya aseUS. ",Umphathi waseUS wamajoni omoya ugqiba kuqala umsebenzi wakhe kule veki. ,contradiction,Entailment
Ewe ifikile apho kukho iinqwelomoya ezimbini okanye ezintathu ezifikayo ngeveki kwaye andizazi ukuba zibhabhela phi.,Ngaphezu wenqwelo moya enye ziyafika iveki neveki.,entailment,Neutral
Ewe ifikile apho kukho iinqwelomoya ezimbini okanye ezintathu ezifikayo ngeveki kwaye andizazi ukuba zibhabhela phi.,Ukunyuka kohambo lweenqwelo moya  yingxaki.,neutral,Neutral
Ewe ifikile apho kukho iinqwelomoya ezimbini okanye ezintathu ezifikayo ngeveki kwaye andizazi ukuba zibhabhela phi.,Akukho nayiphi inqwelo moya efikayo.,contradiction,Entailment
Babesele belwenzile uqeqesho kwiisuti  epheleleyo yepresha kwaye indithathe ixesha ukuba uyaya kwiisuti yepresha. ,Kuthatha iinyanga eziNtathu ukugqiba uqeqesho lokusebenzisa iisuti epheleleyo yepresha . ,neutral,Entailment
Babesele belwenzile uqeqesho kwiisuti  epheleleyo yepresha kwaye indithathe ixesha ukuba uyaya kwiisuti yepresha. ,Uqeqesho lokusebenzisa isuti epheleleyo yepresha kuthatha ixesha. ,entailment,Entailment
