question,choices,answer,subject,output
p akamirira chii pa 24 = 2p?,"['p=4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Kuti uwane p kubva mu equation p akamirira chii pa 24 = 2p, tinogona kuita matanho anotevera:

1. Tanga nekunyora equation:
   p akamirira chii pa 24 = 2p

2. Kana tikatarisa equation iyi, tinogona kufungidzira kuti ""p akamirira chii pa 24"" inoreva kuti ""p times 24"". Saka equation inova:
   24p = 2p

3. Tora 2p kubva kuruboshwe uye kurudyi kweequation:
   24p - 2p = 0

4. Simplify:
   22p = 0

5. Patsanura mativi ese ne22:
   p = 0 / 22
   p = 0

Zvisinei, sarudzo dziripo (A) p=4, (B) p = 8, (C) p = 12, (D) p = 24 hadzina 0. Izvi zvinoreva kuti pamwe pane kukanganisa mukunzwisisa kwekutanga kweequation. Kana tikatora kuti equation yakarurama, hapana sarudzo dzakapihwa dzinomiririra mhinduro chaiyo. Asi kana tikafunga kuti equation inofanira kuverenga ""p akamirira chii pa 24 = 24"", ipapo mhinduro ingava p = 24, sarudzo (D). Asi kubva pane zvataurwa, hapana mhinduro inoenderana neequation yakapihwa."
Ms Perezi vakatyaira mamaira anoita 40 mumazuva 5. Vaityaira  mamaira akafanana pazuva rega rega. Ms Perezi vakatyaira mamaira mangani pazuva rega rega? ,"['5', '7', '8', '9']",C,elementary_mathematics,"Kuti tisvike pakuziva kuti Ms Perezi vakatyaira mamaira mangani pazuva rega rega, tinofanira kupatsanura huwandu hwemamaira avakatyaira nemazuva avakatyaira.

Takapihwa kuti vakatyaira mamaira 40 mumazuva 5.

Saka, mamaira pazuva rega rega = Total mamaira / Mazuva
= 40 mamaira / 5 mazuva
= 8 mamaira pazuva.

Sarudzo C) 8 ndiyo mhinduro chaiyo."
Tsvaka mhinduro ya −40 ÷ (−8).,"['1 pamusoro pa5', '-5', '-1 pamusoro pa 5', '5']",D,elementary_mathematics,"Kugovera nhamba mbiri dzisina kufanana (dzakasiyana) kunopa chibereko chiri chisina kufanana. Saka, kana tichigovera -40 ne -8, tinowana:

-40 ÷ -8 = 5

Saka, mhinduro ndeye D) 5."
"Chikwata chebhora remakumbo chine $90 yekutengesa mabhora. Kana bhora rimwe richiita $15.60, mabhora mangani angatengwe nechikwata ichi.","['4', '5', '6', '7']",B,elementary_mathematics,"Kuti tione kuti mabhora mangani angatengwa ne $90, tinofanira kupatsanura mari yese iripo ($90) nemutengo webhora rimwe chete ($15.60).

$$ \text{Mabhora angatengwa} = \frac{\text{Mari yese}}{\text{Mutengo webhora rimwe}} = \frac{90}{15.60} $$

Tichishandisa calculator:

$$ \frac{90}{15.60} \approx 5.769 $$

Nekuti hatigone kutenga chidimbu chebhora, tinofanira kutenga mabhora akazara chete. Saka, chikwata ichi chinogona kutenga mabhora 5.

Sarudzo yakakodzera ndeye:
B) 5"
Iwe neshamwari dzako nhatu maenda kukonzati. Matikiti mana anoita $112. Gadzira chinyorwa chinoita kuti uwane mari ye tikiti rimwechete ,"['4t= 112:448', '4t=112:$28', 't pamusoro pa 4 =112:$448', 't pamusoro pa =112:28']",B,elementary_mathematics,"Kana uchida kuwana mutengo wetikiti rimwe chete uye une matikiti mana anokosha $112, unofanirwa kugovera huwandu hwese hwemari nematikiti aripo. Saka, equation yacho inofanira kuratidza kugovera $112 nematikiti mana (4). Equation yakakodzera ndeye:

B) 4t = 112: $28

Izvi zvinoreva kuti, kana tikiti rimwe chete richinzi t, saka matikiti mana (4t) anokosha $112. Kuti uwane mutengo wetikiti rimwe chete, unofanirwa kugovera $112 nematikiti mana (4), izvo zvinopa $28. Saka, t = $28."
Shandisa chinyorwa chiripasi kupindura mibvunzo. 3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1. Chinyorwa ichi chakamirira chii?,"['9', '11', '26', '32']",C,elementary_mathematics,"Kuti tigone kupindura mubvunzo uyu, tinofanira kutevedzera mitemo yekuverenga masvomhu, inozivikanwa seBIDMAS/BODMAS (Brackets, Orders (i.e., powers and square roots, etc.), Division and Multiplication, Addition and Subtraction).

Tichitevedzera chinyorwa chiri mubvunzo:
3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1

1. Tanga nekugadzirisa mukati mebrackets:
   - 2 × 6 = 12
   - 12 – 5 = 7
   - 8 ÷ 4 = 2

   Saka, chinyorwa chava:
   3 × [7 + 2] – 1

2. Pfuurira nekuwedzera mukati mebrackets:
   - 7 + 2 = 9

   Saka, chinyorwa chava:
   3 × 9 – 1

3. Zvino, ita multiplication:
   - 3 × 9 = 27

   Saka, chinyorwa chava:
   27 – 1

4. Pakupedzisira, ita subtraction:
   - 27 – 1 = 26

Saka, mhinduro yechinyorwa ichi ndeye 26.

Sarudzo C) 26 ndiyo mhinduro chaiyo."
Nyora 1 na 1 pamusoro pa 11 se nhamba yakazara kana kuti senhamba yakasanganiswa yakadzikiswa pasi ,"['1.1 pamusoro pa 11', '11 pamusoro pa 11', '12 pamusoro pa 11', '11 pamusoro pa 12']",C,elementary_mathematics,"Kuti tishandure ""1 na 1 pamusoro pa 11"" kuva nhamba yakazara kana kuti nhamba yakasanganiswa yakadzikiswa pasi, tinotanga nekunzwisisa kuti ""1 na 1 pamusoro pa 11"" zvinoreva kuti ""1 + 1/11"". 

1. Tinotanga nekubatanidza 1 ne 1/11:
   \[
   1 + \frac{1}{11} = \frac{11}{11} + \frac{1}{11} = \frac{12}{11}
   \]

2. Saka, ""1 na 1 pamusoro pa 11"" inova \(\frac{12}{11}\) kana ichishandurwa kuva nhamba yakasanganiswa.

Sarudzo dziripo dzinoti:
A) 1.1 pamusoro pa 11
B) 11 pamusoro pa 11
C) 12 pamusoro pa 11
D) 11 pamusoro pa 12

Pano, sarudzo inoenderana nekubatanidzwa kwe ""1 na 1 pamusoro pa 11"" ndeye:
C) 12 pamusoro pa 11"
Tsvaka mhinduro pa 2.16 ÷ 0.06.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Kuti uwane mhinduro ye 2.16 ÷ 0.06, tevera matanho aya:

1. Tanga wakamboita kuti 0.06 ive nhamba isina decimal nekuiwanzisa ne100. Kana uchiwanzisa 0.06 ne100, unowana 6.

2. Ita zvimwe chetezvo kuna 2.16: wanzisa 2.16 ne100. Kana uchiwanzisa 2.16 ne100, unowana 216.

3. Zvino, vhara 216 ne6 (216 ÷ 6).

\[ 216 ÷ 6 = 36 \]

Saka, mhinduro ye 2.16 ÷ 0.06 ndeye 36.

Sarudzo B) 36 ndiyo mhinduro chaiyo."
Tsvaga musiyano wa 142.76 – 16.5.,"['159.26', '2.224', '14.111', '126.26']",D,elementary_mathematics,"Kuti uwane musiyano pakati pa142.76 na16.5, tinofanira kubvisa 16.5 kubva pa142.76.

142.76 - 16.5 = 126.26

Saka, mhinduro ndeye D) 126.26."
Tsvaka mhinduro pa 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Kuti uwane mhinduro ye 5.04 yakagovaniswa ne 0.7, ita basa iri:

5.04 ÷ 0.7 = 7.2

Saka, mhinduro ndeye:
D) 7.2"
