question,choices,answer,subject,output
Gịnị ka p ga-apụta n'ime 24 = 2p?,"['p =4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Iji dozie mgbakọ na mwepụ ahụ 24 = 2p:

1. Kewaa akụkụ abụọ nke mgbakọ na mwepụ ahụ site na 2:
   p = 24 / 2

2. Mgbakọ na mwepụ ahụ ga-abụ:
   p = 12

Ya mere, azịza ya bụ C) p = 12."
"Ms.Perez kwọro ụgbọala  na ngụkọta maịlụ 40 n'ime mkpụrụ ụbọchị ise, ọ na-akwọ ụgbọala otuihe ọnụọgụgụ maịlụ ụbọchị ọbụla. Maịlụ ole ka Ms.Perez na-akwọ ụgbọala ụbọchị ọbụla?","['5', '7', '8', '9']",C,elementary_mathematics,"Iji chọpụta maịlụ ole Ms. Perez na-akwọ ụgbọala kwa ụbọchị, anyị ga-eji ngụkọta maịlụ o kwọrọ kewaa ya site na ọnụọgụgụ ụbọchị o ji kwọọ ya.

Ọ bụrụ na ọ kwọrọ ngụkọta maịlụ 40 n'ime ụbọchị ise, anyị ga-ekewa 40 site na 5 iji chọpụta maịlụ ole ọ na-akwọ kwa ụbọchị:

40 ÷ 5 = 8

Ya mere, Ms. Perez na-akwọ ụgbọala maịlụ 8 kwa ụbọchị.

Azịza ya bụ C) 8."
chọta kwoshenti nke −40 ÷ (−8).,"[""1 n'elu 5"", '-5', ""-1 n'elu 5"", '5']",D,elementary_mathematics,"Iji chọta kwoshenti nke −40 ÷ (−8), anyị ga-eso usoro ndị a:

1. Kewaa -40 site na -8.
2. Mgbe ị na-ekewa ihe abụọ na-adịghị mma, nsonaazụ ya na-abụ ihe dị mma.

Ugbu a, anyị na-ekewa:

−40 ÷ (−8) = 40 ÷ 8 = 5

Nsonaazụ ya bụ 5.

Nke ziri ezi bụ D) 5."
"ndị otu sọka nwere $90.00 iji zụta bọọlụ sọka. Ọ bụrụ na bọọlụ sọka nọ n'ọnụ ego $15.60, kedu ọnụọgụgụ kachasi bọọlụ soka ndi otu ahu nwere ike ịzụta?","['4', '5', '6', '7']",B,elementary_mathematics,"Iji chọpụta ọnụọgụgụ kachasị nke bọọlụ sọka ndị otu ahụ nwere ike ịzụta, anyị ga-eji ego ha nwere kewaa ọnụahịa otu bọọlụ sọka.

Ego ha nwere bụ $90.00.
Ọnụahịa otu bọọlụ sọka bụ $15.60.

Anyị ga-eji $90.00 kewaa $15.60 iji chọpụta ọnụọgụgụ kachasị nke bọọlụ ha nwere ike ịzụta:
\[ \frac{90.00}{15.60} \approx 5.769 \]

Ebe ọ bụ na ị nweghị ike ịzụta ọkara bọọlụ, anyị ga-atụle ọnụọgụgụ zuru ezu kachasị ala, nke bụ 5.

Ya mere, azịza ya bụ:
B) 5"
Gị na ndị enyi atọ gara ebe ngosi egwuregwu. Ngụkọta ọnụ ahia maka tiketị anọ bụ $112. Dee ma ruọ arụmarụ ịchọta ọnụ ahịa otu tiketị t.,"['4t=112; $448', '4t = 112; $28', ""t n'elu 4 = 112; $448"", ""t n'elu 4 = 112; $28""]",B,elementary_mathematics,"Iji chọta ọnụ ahịa otu tiketị t, anyị ga-eji arụmarụ ahụ ebe anyị na-ekewa ngụkọta ọnụ ahịa tiketị niile site n'ọnụ ọgụgụ tiketị ahụ.

Ọ bụrụ na ngụkọta ọnụ ahịa maka tiketị anọ bụ $112, anyị nwere ike dee arụmarụ a dị ka:
\[ 4t = 112 \]

Ebe a, 4 na-anọchite anya ọnụ ọgụgụ tiketị, ebe t bụ ọnụ ahịa otu tiketị.

Iji chọta ọnụ ahịa otu tiketị, anyị ga-ekewa akụkụ abụọ nke arụmarụ ahụ site na 4:
\[ t = \frac{112}{4} = 28 \]

Nke a pụtara na ọnụ ahịa otu tiketị bụ $28.

Nke ziri ezi bụ:
B) 4t = 112; $28"
Jiri ngosipụta dị n'okpuru zaa ajụjụ ahụ.  3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1 Gịnị bụ uru ngosipụta ahụ pụtara?,"['9', '11', '26', '32']",C,elementary_mathematics,"Iji zaa ajụjụ a, anyị ga-eso usoro iwu ọrụ mgbakọ na mwepụ (BODMAS/BIDMAS), nke pụtara na anyị ga-ebu ụzọ mee mgbakọ na mwepụ n'ime akara ngosi, na-esote ọrụ nke ịkọ na nkewa tupu anyị agaa n'ihu na mgbakọ na mwepụ.

Ka anyị malite site n'ịgbakọ ngosipụta ahụ:

3 × [(2 × 6 – 5) + (8 ÷ 4)] – 1

Nke mbụ, anyị na-eme mgbakọ na nkewa n'ime akara ngosi:
2 × 6 = 12
12 – 5 = 7
8 ÷ 4 = 2

Ugbu a, anyị nwere:
3 × [(7) + (2)] – 1

Tinye ọnụọgụgụ n'ime akara ngosi:
7 + 2 = 9

Ugbu a, anyị nwere:
3 × 9 – 1

Mee mgbakọ:
3 × 9 = 27

Na n'ikpeazụ, mee mwepụ:
27 – 1 = 26

Ya mere, azịza ya bụ C) 26."
Dee 1 na 1 n'elu 11 dika ozuzu ya ma ọ bụ ọnụ ọgụgụ agwakọtara n'ụdị kacha mfe,"[""1.1 n'elu 11"", ""11 n'elu 11"", ""12 n'elu 11"", ""11 n'elu 11""]",C,elementary_mathematics,"Iji tọghata 1 na 1 n'elu 11 ka ọ bụrụ ọnụ ọgụgụ agwakọtara n'ụdị kacha mfe, anyị ga-agbakwunye 1 na 1/11.

1 na 1/11 pụtara 1 + 1/11.

Iji gbakọọ ya, anyị ga-eme ka 1 bụrụ ọnụ ọgụgụ nwere akụkụ, nke pụtara na anyị ga-agbanwe 1 ka ọ bụrụ 11/11 (n'ihi na 11/11 = 1).

Ugbu a, anyị nwere:
11/11 + 1/11 = (11 + 1)/11 = 12/11.

Nke a pụtara na azịza ya bụ:
C) 12 n'elu 11."
Chọta kwoshenti  nke 2.16 ÷ 0.06.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Iji chọta kwoshenti nke 2.16 ÷ 0.06, anyị ga-ekewa 2.16 site na 0.06.

Mgbe ị na-ekewa ọnụọgụgụ abụọ nwere decimal, ị nwere ike ịkwaga decimal point na onye nkeji na nkeji iji mee ka ọ bụrụ ọnụọgụgụ zuru ezu tupu ịkewa. N'okwu a, ịkwaga decimal point na 0.06 ugboro abụọ n'aka nri iji mee ka ọ bụrụ 6. Mgbe ahụ, ị ga-akwaga decimal point na 2.16 ugboro abụọ n'aka nri iji mee ka ọ bụrụ 216.

Ugbu a, anyị nwere:

216 ÷ 6 = 36

Ya mere, kwoshenti nke 2.16 ÷ 0.06 bụ 36.

Azịza ya bụ: B) 36."
Chọta ihe dị iche nke 142.76 - 16.5.,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Iji chọta ihe dị iche nke 142.76 na 16.5, anyị ga-ewepụ 16.5 site na 142.76.

142.76 - 16.5 = 126.26

Nke a pụtara na azịza ziri ezi bụ:
A) 159.26
B) 2.224
C) 14
D) 111

Ọ dị mwute, ọ dịghị otu n'ime nhọrọ ndị a ziri ezi. Azịza ziri ezi bụ 126.26, nke na-adịghị na nhọrọ ndị ahụ."
chọta kwoshenti nke 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Iji chọta kwoshenti nke 5.04 kewara na 0.7, anyị ga-eme mgbakọ na mwepụ dị mfe:

5.04 ÷ 0.7 = 7.2

N'ihi ya, azịza ya bụ:
D) 7.2"
Jimmy na Kima na-aga njem. Ha ga-akwọ ụgbọ ala ruo ụbọchị atọ. Ụbọchị mbụ ha ga-anya mailụ 182. Ụbọchị nke abụọ ha ga-anya mailụ 439. Ụbọchị nke atọ ha ga-anya mailụ 217. Kedụ ngosipụta bụ iru eru kacha nso nke mailụ ole Jimmy na Kima ga-akwọ ụgbọ ala na njem ha?,"['150+400+200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']",C,elementary_mathematics,"Iji chọta ngosipụta bụ iru eru kacha nso nke mailụ ole Jimmy na Kima ga-akwọ ụgbọ ala na njem ha, anyị ga-atụle mailụ ole ha ga-akwọ kwa ụbọchị wee tụnyere ya na nhọrọ ndị dị.

Ụbọchị mbụ: 182 mailụ
Ụbọchị nke abụọ: 439 mailụ
Ụbọchị nke atọ: 217 mailụ

Ọ bụrụ na anyị tụnyere nke a na nhọrọ ndị dị:
A) 150 + 400 + 200 = 750
B) 200 + 400 + 200 = 800
C) 200 + 450 + 200 = 850
D) 200 + 500 + 200 = 900

Ugbu a, anyị ga-agbakọọ ngụkọta mailụ Jimmy na Kima ga-akwọ:
182 + 439 + 217 = 838 mailụ

Nhọrọ nke kacha nso na 838 bụ:
C) 200 + 450 + 200 = 850

Yabụ, azịza ya bụ C) 200 + 450 + 200."
