question,choices,answer,subject,output
Menene matsayin p a cikin 24 = 2p?,"['p = 4', 'p = 8', 'p = 12', 'p = 24']",C,elementary_mathematics,"Don nemo matsayin \( p \) a cikin lissafin \( 24 = 2p \), za mu iya raba bangarorin biyu na daidaiton da 2:

\[
\frac{24}{2} = \frac{2p}{2}
\]

Wannan yana ba mu:

\[
12 = p
\]

Saboda haka, matsayin \( p \) shine 12. Don haka, zaɓin da ya dace shi ne C) p = 12."
Ms. Perez ta tuka mota adadin mil 40 a cikin kwanaki 5. Ta yi tafiyar mil nau'i guda a kowace rana. Mil nawa Misis Perez ta tuka kowace rana?,"['5', '7', '8', '9']",C,elementary_mathematics,"Don nemo adadin mil da Ms. Perez ta tuka kowace rana, zamu raba jimillar mil da ta tuka cikin adadin kwanakin da ta dauka tana tuka.

An ce ta tuka mil 40 a cikin kwanaki 5. Don haka, zamu raba 40 da 5:

\[ \frac{40}{5} = 8 \]

Saboda haka, Ms. Perez ta tuka mil 8 a kowace rana.

Amsar ita ce:
C) 8"
Nemo sakamakon -40 ÷ (-8).,"['1 bisa 5', '-5', '−1 bisa 5', '5']",D,elementary_mathematics,"Don nemo sakamakon -40 ÷ (-8), za mu bi wadannan matakai:

1. A lissafi, idan ka raba adadi mara da wani adadi mara, sakamakon zai zama mai alama. Wato, idan ka raba adadi mara da wani adadi mara, zaka samu adadi mai.

2. Yanzu, mu raba -40 da -8:
   -40 ÷ -8 = 5

Saboda haka, sakamakon -40 ÷ (-8) shine 5.

Amsar ita ce: D) 5."
"Ƙungiyar ƙwallon ƙafa tana da $90.00 don siyan ƙwallon ƙafa. Idan ƙwallon ƙafa guda ɗaya ta kai $15.60, Nawa ne mafi yawan adadin ƙwallon ƙafa da ƙungiyar zata iya saya?","['4', '5', '6', '7']",B,elementary_mathematics,"Don gano mafi yawan adadin ƙwallon ƙafa da ƙungiyar za ta iya saya da $90.00, zamu raba jimillar kuɗin da farashin ƙwallon ƙafa guda ɗaya.

Farashin ƙwallon ƙafa guda ɗaya = $15.60
Jimillar kuɗi = $90.00

Zamu yi amfani da lissafi kamar haka:
\[ \text{Adadin ƙwallon ƙafa} = \frac{\text{Jimillar kuɗi}}{\text{Farashin ƙwallon ƙafa guda ɗaya}} = \frac{90.00}{15.60} \approx 5.77 \]

Tunda ba za a iya saya da rabin ƙwallon ƙafa ba, dole ne mu zagaye zuwa ƙasa zuwa mafi kusancin adadi na gaba ɗaya, wato 5.

Don haka, mafi yawan adadin ƙwallon ƙafa da ƙungiyar za ta iya saya da $90.00 shine 5.

Amsar ita ce: B) 5"
Kai da abokai uku zaku je wurin shagali. Jimillar farashin tikiti huɗu shine $112. Rubuta bayanin lissafin da nemo amsar don nemo farashin tikiti ɗaya t.,"['4t = 112; $448', '4t = 112; $28', 't akan 4 = 112; $448', 't akan 4 = 112; $28']",B,elementary_mathematics,"Domin nemo farashin tikiti ɗaya, za mu yi amfani da jimillar farashin tikiti huɗu wanda aka bayar a matsayin $112. Muna so mu rarraba wannan jimillar da yawan tikiti domin mu samu farashin tikiti ɗaya.

Lissafin zai kasance kamar haka:
Idan jimillar farashin tikiti huɗu shine $112, kuma muna son sanin farashin tikiti ɗaya (t), za mu iya rubuta lissafin kamar haka:

\[ 4t = 112 \]

Inda:
- \(4t\) yana nufin jimillar farashin tikiti huɗu.
- \(t\) shine farashin tikiti ɗaya.

Don nemo \(t\), za mu raba duka bangarorin da 4:

\[ t = \frac{112}{4} \]
\[ t = 28 \]

Saboda haka, farashin tikiti ɗaya shine $28.

Zaɓin da ya dace a nan shine:
B) 4t = 112; $28"
Yi amfani da lissafin da ke ƙasa don amsa tambayar. 3 × [(2 × 6 - 5) + (8 ÷ 4)] - 1 Menene sakamakon lissafin?,"['9', '11', '26', '32']",C,elementary_mathematics,"Don amsa wannan tambayar, zamu bi ka'idar PEMDAS wacce ke nufin:
- P: Parentheses (Ƙananan ƙidaya)
- E: Exponents (Ƙarfin adadi)
- MD: Multiplication and Division (Rarrabawa da Rabuwa), daga hagu zuwa dama
- AS: Addition and Subtraction (Ƙari da Cirewa), daga hagu zuwa dama

Yanzu, bari mu bi wannan ka'ida don lissafin:
3 × [(2 × 6 - 5) + (8 ÷ 4)] - 1

1. Farawa da lissafin cikin ƙananan ƙidaya:
   - 2 × 6 = 12
   - 12 - 5 = 7
   - 8 ÷ 4 = 2

   Saboda haka, lissafin ya koma:
   3 × [7 + 2] - 1

2. Ci gaba da lissafin cikin ƙananan ƙidaya:
   - 7 + 2 = 9

   Saboda haka, lissafin ya koma:
   3 × 9 - 1

3. Yanzu, yi rarrabawa:
   - 3 × 9 = 27

4. A ƙarshe, yi cirewa:
   - 27 - 1 = 26

Don haka, sakamakon lissafin shi ne 26.

Amsa ita ce: C) 26"
Rubuta 1 da 1 bisa 11 a matsayin cikakkiyar lamba ko gauraye lamba a sauƙaƙaƙƙen zubi,"['1.1 bisa 11', '11 akan 11', '12 akan 11', '11 akan 12']",C,elementary_mathematics,"Domin rubuta 1 da 1 bisa 11 a matsayin cikakkiyar lamba ko gauraye lamba, za mu yi amfani da tsarin gauraye lamba wanda ya kunshi sashin gaba (whole part) da kuma sashin kashi (fractional part).

1 da 1 bisa 11 na nufin kana da 1 gaba daya sannan kuma kana da 1/11 kashi. Don haka, za mu rubuta shi a matsayin gauraye lamba kamar haka:

1 + 1/11 = 11/11 + 1/11 = (11 + 1)/11 = 12/11

Don haka, zabin da ya dace shi ne:
C) 12 akan 11"
Nemo sakamakon 2.16 ÷ 0.06.,"['3.6', '36', '0.01272', '12.72']",B,elementary_mathematics,"Don gano sakamakon lissafin 2.16 ÷ 0.06, muna bukatar mu raba 2.16 da 0.06.

Mataki na farko, za mu iya sauya rabon zuwa rabon sauki ta hanyar cirewa ko kara yawan lambobi bayan kowane lamba ta yadda za mu samu lambobi masu sauki don lissafi. A wannan yanayin, za mu iya ninka kowanne bangare da 100 don cire alamar aya daga mai rabo:

2.16 × 100 = 216
0.06 × 100 = 6

Yanzu, za mu iya raba sabbin lambobin:
216 ÷ 6 = 36

Saboda haka, sakamakon 2.16 ÷ 0.06 shi ne 36.

Amsar ita ce B) 36."
Nemo bambancin 142.76 - 16.5.,"['159.26', '2.224', '14,111', '126.26']",D,elementary_mathematics,"Don nemo bambancin 142.76 da 16.5, za mu yi amfani da lissafi mai sauƙi:

142.76 - 16.5 = 126.26

Daga cikin zaɓuɓɓukan da aka bayar:
A) 159.26 
B) 2.224 
C) 14 
D) 111

Babu wani zaɓi da ya dace da sakamakon da muka samu (126.26). Don haka, babu amsar da ta dace daga cikin zaɓuɓɓukan da aka bayar."
Nemo sakamakon 5.04/0.7,"['0.72', '0.702', '10.0571', '7.2']",D,elementary_mathematics,"Don ƙididdige sakamakon raba 5.04 da 0.7, za mu yi amfani da lissafi mai sauƙi:

\[ \frac{5.04}{0.7} = 7.2 \]

Don haka, amsar ita ce:
D) 7.2"
Jimmy da Kima suna kan hanyar tafiya. Za su yi tuƙi na kwana uku. A ranar farko za su yi tafiyar mil 182. A rana ta biyu za su yi tafiyar mil 439. A rana ta uku za su yi tafiyar mil 217. Wane lissafi ne mafi kusancin kiyasin mil nawa Jimmy da Kima za su tuƙa a tafiyarsu?,"['150 + 400 + 200', '200 + 400 + 200', '200 + 450 + 200', '200 + 500 + 200']",C,elementary_mathematics,"Domin kiyasta jimillar milolin da Jimmy da Kima za su tuka, za mu duba kowace rana da milolin da suka yi tafiya sannan mu yi kiyasi da kusurwa mafi kusa.

A ranar farko: sun yi tafiyar mil 182, wanda zamu iya kiyasta shi zuwa 200.
A rana ta biyu: sun yi tafiyar mil 439, wanda zamu iya kiyasta shi zuwa 450.
A rana ta uku: sun yi tafiyar mil 217, wanda zamu iya kiyasta shi zuwa 200.

Idan muka hada wadannan kiyasi:
200 (ranar farko) + 450 (rana ta biyu) + 200 (rana ta uku) = 850.

Daga cikin zaɓuɓɓukan da aka bayar:
A) 150 + 400 + 200 = 750
B) 200 + 400 + 200 = 800
C) 200 + 450 + 200 = 850
D) 200 + 500 + 200 = 900

Zaɓi C) 200 + 450 + 200 = 850 shine mafi kusanci da kiyasin jimillar milolin da Jimmy da Kima za su tuka."
Menene ragowar 21 da aka raba da 7?,"['21', '7', '1', 'Babu kowanne']",D,elementary_mathematics,"Lokacin da aka raba 21 da 7, sakamakon zai zama 3 kuma babu wani ragowar. Don haka, amsar ita ce:
D) Babu kowanne"
Maddie za ta tuƙa babur ɗinta tsawon mil 56 a cikin kwanaki 7. Za ta yi tuƙi kwatankwacin adadin mil ɗin a kowace rana. Menene jimillar adadin mil Maddie zata tuƙa a kowace rana?,"['8', '9', '49', '63']",A,elementary_mathematics,"Don nemo adadin mil da Maddie za ta tuƙa a kowace rana, za mu raba jimillar mil da ta tuƙa a cikin kwanaki 7.

Jimillar mil ɗin ita ce 56.
Adadin kwanakin ita ce 7.

Za mu yi amfani da lissafi:
\[ \text{Mil a kowace rana} = \frac{\text{Jimillar mil}}{\text{Adadin kwanaki}} = \frac{56}{7} = 8 \]

Saboda haka, Maddie za ta tuƙa mil 8 a kowace rana.

Amsar ita ce:
A) 8"
Nemo lambar da ta sanya lissafin 48 bisa 88 =? Bisa 11 ya zama daidai.,"['6', '11', '8', '5']",A,elementary_mathematics,"Don gano lambar da za ta sanya lissafin 48 bisa 88 ya zama daidai bisa 11, za mu iya amfani da ka'idar rarrabuwa da 11. Wannan ka'ida tana cewa idan bambancin tsakanin jimlar lambobin da ke wurare masu daidaito da jimlar lambobin da ke wurare marasa daidaito na wani lambobi ya kasance rabonsu da 11 ya zama sifili ko kuma ya kasance 11 ko wani adadi da yake rabuwa da 11, to, wannan lambobi yana rabuwa da 11.

A wannan yanayin, muna da:
48 / 88 = x / 11

Don mu samu x, sai mu yi amfani da tsarin gicciye:
48 * 11 = 88 * x

528 = 88x

Yanzu za mu raba duka bangarorin da 88 don mu samu x:
x = 528 / 88
x = 6

Don haka, zaɓin da ya dace shi ne:
A) 6"
Wanne aka fi saya?,"['Sabulai guda 10 akan $26.20', 'Sabulai guda 6 akan $36.48', 'Sabulai guda 13 akan $29.51', 'Sabulai guda 12 akan $27.60']",C,elementary_mathematics,"Don gano wanne sabulai ne ya fi saya, dole ne mu lissafa farashin kowanne sabulai guda daya a kowanne zaɓi, sannan mu kwatanta su.

A) Sabulai guda 10 akan $26.20:
   Farashin kowanne sabulai = $26.20 ÷ 10 = $2.62

B) Sabulai guda 6 akan $36.48:
   Farashin kowanne sabulai = $36.48 ÷ 6 = $6.08

C) Sabulai guda 13 akan $29.51:
   Farashin kowanne sabulai = $29.51 ÷ 13 = $2.27

D) Sabulai guda 12 akan $27.60:
   Farashin kowanne sabulai = $27.60 ÷ 12 = $2.30

Bayan lissafin, za mu iya ganin cewa zaɓi C (Sabulai guda 13 akan $29.51) yana da mafi ƙarancin farashin kowanne sabulai, wato $2.27. Saboda haka, zaɓi C ne ya fi saya."
