subject	question	choices	answer	opus	prompt	verbalized
elementary_mathematics	Colton ne taata we baagula omukebe gwa langi ku $13. Era baagula ne bbulaasi 2 nga buli emu yali ya $9. Baasaasaanya ssente mmeka wonna omugatte, nga togasseeko musolo, ku bbulaasi ne langi bye baagula?	['$22', '$24', '$31', '$35']	C	[TextBlock(text='A) $31', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Colton ne taata we baagula omukebe gwa langi ku $13. Era baagula ne bbulaasi 2 nga buli emu yali ya $9. Baasaasaanya ssente mmeka wonna omugatte, nga togasseeko musolo, ku bbulaasi ne langi bye baagula?\n A)$22 B)$24 C)$31 D)$35'}]}]	A
elementary_mathematics	Zuula omuwendo gwa y. y – 2 + 3y = 10	['2', '3', '4', '5']	B	[TextBlock(text='A)2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zuula omuwendo gwa y. y – 2 + 3y = 10\n A)2 B)3 C)4 D)5'}]}]	A
elementary_mathematics	Zuula omuwendo gwa 3 egabanyiziddwa ku 2 * w = 66.	['33', '44', '88', '99']	B	[TextBlock(text='A)33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zuula omuwendo gwa 3 egabanyiziddwa ku 2 * w = 66.\n A)33 B)44 C)88 D)99'}]}]	A
elementary_mathematics	Wendy ayagala kukola okunoonyereza okuzuula kika ekya ayisi kkuliimu ki ekisinga obuganzi ku ssomero lye. Nkola ki ku zino wammanga gy'ayinza okweyambisa obulungi okulonda ekitundu ky'abayizi ku ssomero lye?	"['Okulonda abayizi kkumi okuva mu buli kibiina.', ""Okulonda bantu okuva mu ttiimu y'abawala ey'omuzannyo gwa softball."", ""Okulonda abantu okuva mu ttiimu y'abalenzi ey'omuzannyo gw'ensero."", ""Okulonda abayizi abaagala ekika kya ayisi kkuliimu ky'asinga okwagala.""]"	A	[TextBlock(text='A)Okulonda abayizi kkumi okuva mu buli kibiina.', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Wendy ayagala kukola okunoonyereza okuzuula kika ekya ayisi kkuliimu ki ekisinga obuganzi ku ssomero lye. Nkola ki ku zino wammanga gy'ayinza okweyambisa obulungi okulonda ekitundu ky'abayizi ku ssomero lye?\n A)Okulonda abayizi kkumi okuva mu buli kibiina. B)Okulonda bantu okuva mu ttiimu y'abawala ey'omuzannyo gwa softball. C)Okulonda abantu okuva mu ttiimu y'abalenzi ey'omuzannyo gw'ensero. D)Okulonda abayizi abaagala ekika kya ayisi kkuliimu ky'asinga okwagala.""}]}]"	A
elementary_mathematics	Wandiika 5.875 nga ennamba egabanyiziddwa oba engabanye mu ngeri esingayo obwangu.	['5 ne 8 zigabizeemu 9', '5 ne 7 zigabizeemu 8', '7 gabizaamu 8', '5 ne 87 zigabizeemu 105']	B	[TextBlock(text='D)5 ne 87 zigabizeemu 105', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wandiika 5.875 nga ennamba egabanyiziddwa oba engabanye mu ngeri esingayo obwangu.\n A)5 ne 8 zigabizeemu 9 B)5 ne 7 zigabizeemu 8 C)7 gabizaamu 8 D)5 ne 87 zigabizeemu 105'}]}]	D
elementary_mathematics	Taggulula akakunizo 124 = m + 34.	['158', '90', '88', '4,216']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Taggulula akakunizo 124 = m + 34.\n A)158 B)90 C)88 D)4'}]}]	B
elementary_mathematics	Zelma agula ppaawundi p ez'amatooke nga ppaawundi agigula ssenti 40. Omutunzi amusasula ddoola amakumu abiri. Omutunzi ayawula omugatte gwa ssente ezigula amatooke  okuva ku ddoola abiri okusobola okumanya omuwendo gwa ssente gw'addiza Zelma. Kyoleko ki ekikiikirira omuwendo gwa ssente ogw'enfissi   Zelma z'alina okufuna?	['p-20', '20 - 40p', '20 - 0.40p', '0.40p - 20']	C	[TextBlock(text='D)0.40p - 20', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Zelma agula ppaawundi p ez'amatooke nga ppaawundi agigula ssenti 40. Omutunzi amusasula ddoola amakumu abiri. Omutunzi ayawula omugatte gwa ssente ezigula amatooke  okuva ku ddoola abiri okusobola okumanya omuwendo gwa ssente gw'addiza Zelma. Kyoleko ki ekikiikirira omuwendo gwa ssente ogw'enfissi   Zelma z'alina okufuna?\n A)p-20 B)20 - 40p C)20 - 0.40p D)0.40p - 20""}]}]"	D
elementary_mathematics	Celia alina kkonteyina ennene omutabikiddwa obulungi ebika by'ebinusu bina. Ayagala kukwata ekitundu ku binusu bye asobole okuteebereza kika kya binusu ki ky'asinga okuba nakyo. Nkola ki ku zino wammanga esinga okuba ennungi gy'ayinza okukozesa okulonda ekitundu kino?	"['Okuggya ekinusu kimu mu kkonteyina.', ""Okutoolako ebinusu okutuuka lw'anaafuna ku buli kika?"", 'Okuggya mu kkonteyina ebinusu kkumi ku buli kika. ', ""Okuggya ebinusu amakumi asatu mu kkonteyina ng'azibirizza.""]"	D	"[TextBlock(text=""D)Okuggya ebinusu amakumi asatu mu kkonteyina ng'azibirizza."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Celia alina kkonteyina ennene omutabikiddwa obulungi ebika by'ebinusu bina. Ayagala kukwata ekitundu ku binusu bye asobole okuteebereza kika kya binusu ki ky'asinga okuba nakyo. Nkola ki ku zino wammanga esinga okuba ennungi gy'ayinza okukozesa okulonda ekitundu kino?\n A)Okuggya ekinusu kimu mu kkonteyina. B)Okutoolako ebinusu okutuuka lw'anaafuna ku buli kika? C)Okuggya mu kkonteyina ebinusu kkumi ku buli kika.  D)Okuggya ebinusu amakumi asatu mu kkonteyina ng'azibirizza.""}]}]"	D
elementary_mathematics	Mu mbeera ki ekyoleko 64 + 8 mwe kiyinza okukozesebwa?	"['Ziri bbasi 8 nga buli emu erimu abayizi 64.', ""Mkyl. Vance alina bbayiro 8 n'ekkalaamu 64 mu kkonteyina."", ""Ssanduuko y'ebitabo erimu ebitabo 64 era ebitabo 8 ne biggyibwako."", ""Mw. Juarez alina ebikopo 64 era ateeka omuwendo ogwenkanankana ku buli mmeeza kw'ezo 8.""]"	D	"[TextBlock(text=""D)Mw. Juarez alina ebikopo 64 era ateeka omuwendo ogwenkanankana ku buli mmeeza kw'ezo 8."", type='text')]"	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Mu mbeera ki ekyoleko 64 + 8 mwe kiyinza okukozesebwa?\n A)Ziri bbasi 8 nga buli emu erimu abayizi 64. B)Mkyl. Vance alina bbayiro 8 n'ekkalaamu 64 mu kkonteyina. C)Ssanduuko y'ebitabo erimu ebitabo 64 era ebitabo 8 ne biggyibwako. D)Mw. Juarez alina ebikopo 64 era ateeka omuwendo ogwenkanankana ku buli mmeeza kw'ezo 8.""}]}]"	D
elementary_mathematics	Kyoleko ki ekyenkanankana ne (5 + 2) x 8?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='A)(8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kyoleko ki ekyenkanankana ne (5 + 2) x 8?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]	A
elementary_mathematics	Omuwendo gw'obubonero Jaden bwe yafuna bwali wansi wansi 45, era mukubiso gwa 7. Bubonero bumeka Jaden bwe yandifunye?	['17', '35', '52', '70']	B	[TextBlock(text='B)35', type='text')]	"[{'role': 'user', 'content': [{'type': 'text', 'text': ""Omuwendo gw'obubonero Jaden bwe yafuna bwali wansi wansi 45, era mukubiso gwa 7. Bubonero bumeka Jaden bwe yandifunye?\n A)17 B)35 C)52 D)70""}]}]"	B
elementary_mathematics	Nkola ki eyinza okukozebwa okuzuula 11 x 13? 	['Kubisa 11 x 10 ne 10 x 3, olwo ogatte emiwendo ebiri egivaamu.', 'Kubisa 11 x 10 ne 10 x 3, olwo ogatte emiwendo ebiri egivaamu.', 'Kubisa 11 x 100 ne 10 x 3, olwo ogatte emiwendo ebiri egivaamu.', 'Kubisa 11 x 100 ne 10 x 3, olwo ogatte emiwendo ebiri egivaamu.']	B	[TextBlock(text='D)Kubisa 11 x 10 ne 10 x 3 olwo ogatte emiwendo ebiri egivaamu.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Nkola ki eyinza okukozebwa okuzuula 11 x 13? \n A)Kubisa 11 x 10 ne 10 x 3 B)olwo ogatte emiwendo ebiri egivaamu. C)Kubisa 11 x 10 ne 10 x 3 D)olwo ogatte emiwendo ebiri egivaamu.'}]}]	D
elementary_mathematics	Wendy yagula ppaketi za ggaamu 30. Buli ppaketi yalimu bu ggaamu 5. Yakubisa 30 × 5 okuzuula omuwendo gwa buggaamu gwe yagula. Wendy yagula buggaamu bumeka?    	['15', '35', '150', '305']	C	[TextBlock(text='C)150', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy yagula ppaketi za ggaamu 30. Buli ppaketi yalimu bu ggaamu 5. Yakubisa 30 × 5 okuzuula omuwendo gwa buggaamu gwe yagula. Wendy yagula buggaamu bumeka?    \n A)15 B)35 C)150 D)305'}]}]	C
