subject	question	choices	answer	opus	prompt	verbalized
elementary_mathematics	ኮልተን እና አባቱ $13 የሚያወጣ አንድ ጋሎን ቀለም ገዙ። እያንዳንዳቸው $9  የሚያወጡ 2 ብሩሾችንም ገዙ ።የገዙትን የብሩሽ እና ቀለም ግብርን ሳይጨምር አጠቃላይ ወጪው ስንት ነበር	['$22', '$24', '$31', '$35']	C	[TextBlock(text='D)$35', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ኮልተን እና አባቱ $13 የሚያወጣ አንድ ጋሎን ቀለም ገዙ። እያንዳንዳቸው $9  የሚያወጡ 2 ብሩሾችንም ገዙ ።የገዙትን የብሩሽ እና ቀለም ግብርን ሳይጨምር አጠቃላይ ወጪው ስንት ነበር\n A)$22 B)$24 C)$31 D)$35'}]}]	D
elementary_mathematics	y. y – 2 + 3y = 10 አግኙ	['2', '3', '4', '5']	B	[TextBlock(text='B)3', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'y. y – 2 + 3y = 10 አግኙ\n A)2 B)3 C)4 D)5'}]}]	B
elementary_mathematics	3 ሲካፈል 2 * w = 66 አግኙ	['33', '44', '88', '99']	B	[TextBlock(text='A)33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '3 ሲካፈል 2 * w = 66 አግኙ\n A)33 B)44 C)88 D)99'}]}]	A
elementary_mathematics	ዌንዲ በትምህርት ቤቷ ውስጥ የትኛው አይስ ክሬም በጣም ተወዳጅ እንደሆነ ለማወቅ የዳሰሳ ጥናት ማድረግ ትፈልጋለች።በትምህርት ቤቷ ውስጥ ያሉትን ተማሪዎች በዘፈቀደ ናሙና ለመምረጥ ከሚከተሉት ዘዴዎች ውስጥ የትኛው የተሻለው መንገድ ነው	['ከእያንዳንዱ ክፍል ውስጥ 10 ተማሪወችን መምረጥ', 'የሴቶች አባላትን ለእጅ ኳስ ቡድን መምረጥ', 'የወንዶች አባላትን ለቅርጫት ኳስ ቡድን መምረጥ', 'የምትወደውን የአይስ ክሬም ጣዕም የሚወዱ ተማሪዎችን መምረጥ']	A	[TextBlock(text='A) ከእያንዳንዱ ክፍል ውስጥ 10 ተማሪወችን መምረጥ', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ዌንዲ በትምህርት ቤቷ ውስጥ የትኛው አይስ ክሬም በጣም ተወዳጅ እንደሆነ ለማወቅ የዳሰሳ ጥናት ማድረግ ትፈልጋለች።በትምህርት ቤቷ ውስጥ ያሉትን ተማሪዎች በዘፈቀደ ናሙና ለመምረጥ ከሚከተሉት ዘዴዎች ውስጥ የትኛው የተሻለው መንገድ ነው\n A)ከእያንዳንዱ ክፍል ውስጥ 10 ተማሪወችን መምረጥ B)የሴቶች አባላትን ለእጅ ኳስ ቡድን መምረጥ C)የወንዶች አባላትን ለቅርጫት ኳስ ቡድን መምረጥ D)የምትወደውን የአይስ ክሬም ጣዕም የሚወዱ ተማሪዎችን መምረጥ'}]}]	A
elementary_mathematics	5.875 እንደ ድብልቅ ቁጥር ወይም ክፍልፋይ በቀላል መልክ ይፃፉ	['5 ሲደመር 8 ሲካፈል 9', '5 ሲደመር 7 ሲካፈል 8', '7 ሲካፈል 8', '5 ሲደመር 87 ሲካፈል 105']	B	[TextBlock(text='B)5 ሲደመር 7 ሲካፈል 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '5.875 እንደ ድብልቅ ቁጥር ወይም ክፍልፋይ በቀላል መልክ ይፃፉ\n A)5 ሲደመር 8 ሲካፈል 9 B)5 ሲደመር 7 ሲካፈል 8 C)7 ሲካፈል 8 D)5 ሲደመር 87 ሲካፈል 105'}]}]	B
elementary_mathematics	ቀመር  124 = m + 34 ፍቱ	['158', '90', '88', '4,216']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ቀመር  124 = m + 34 ፍቱ\n A)158 B)90 C)88 D)4'}]}]	B
elementary_mathematics	ዜልማ ፒ ፓውንድ ሙዝ በ ፓውንድ 40 ሳንቲም ትገዛለች። ለሻጩ ሃያ ዶላር ቢል ትከፍላለች።ሻጩ የዜልማን መልስ መጠን ለመወሰን የሙዙን አጠቃላይ ወጪ ከሃያ ዶላር ቢል ይቀንሳል።ዜልማ መቀበል ያለባትን የመልስ መጠን የሚወክለው የትኛው አገላለፅ ነው	['p - 21', '21 - 40p', '21 - 0.40p', '0.40p - 21']	C	[TextBlock(text='C) 21 - 0.40p', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ዜልማ ፒ ፓውንድ ሙዝ በ ፓውንድ 40 ሳንቲም ትገዛለች። ለሻጩ ሃያ ዶላር ቢል ትከፍላለች።ሻጩ የዜልማን መልስ መጠን ለመወሰን የሙዙን አጠቃላይ ወጪ ከሃያ ዶላር ቢል ይቀንሳል።ዜልማ መቀበል ያለባትን የመልስ መጠን የሚወክለው የትኛው አገላለፅ ነው\n A)p - 21 B)21 - 40p C)21 - 0.40p D)0.40p - 21'}]}]	C
elementary_mathematics	ሴሊያ አራት ዓይነት ሳንቲሞች በደንብ የተደባለቁበት ትልቅ መያዣ አላት።የትኛውን ሳንቲም በብዛት እንዳላት ለመገመት የሳንቲሞቿን ናሙና መውሰድ ትፈልጋለች፣ከሚከተሉት ዘዴዎች ውስጥ ናሙና ለመምረጥ ለሷ የተሻለው መንገድ የትኛው ነው	['ከመያዣው ውስጥ አንድ ሳንቲም መውሰድ', 'ከሁሉም ዓይነት አንድ እስክታገኝ ድረስ ሳንቲሞችን መውሰድ', 'ከእያንዳንዱ ዓይነት አሥር ሳንቲሞች ከእቃ መያዣው ውስጥ መውሰድ', 'ሳታይ ሰላሳ ሳንቲሞችን ከመያዣው ውስጥ ማውጣት']	D	[TextBlock(text='D) ሳታይ ሰላሳ ሳንቲሞችን ከመያዣው ውስጥ ማውጣት', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ሴሊያ አራት ዓይነት ሳንቲሞች በደንብ የተደባለቁበት ትልቅ መያዣ አላት።የትኛውን ሳንቲም በብዛት እንዳላት ለመገመት የሳንቲሞቿን ናሙና መውሰድ ትፈልጋለች፣ከሚከተሉት ዘዴዎች ውስጥ ናሙና ለመምረጥ ለሷ የተሻለው መንገድ የትኛው ነው\n A)ከመያዣው ውስጥ አንድ ሳንቲም መውሰድ B)ከሁሉም ዓይነት አንድ እስክታገኝ ድረስ ሳንቲሞችን መውሰድ C)ከእያንዳንዱ ዓይነት አሥር ሳንቲሞች ከእቃ መያዣው ውስጥ መውሰድ D)ሳታይ ሰላሳ ሳንቲሞችን ከመያዣው ውስጥ ማውጣት'}]}]	D
elementary_mathematics	64 + 8 የሚለው አገላለጽ በየትኛው ሁኔታ ጥቅም ላይ ሊውል ይችላል	['በእያንዳንዱ አውቶቡሶች 64 ተማሪዎች ያሏቸው 8  አውቶቡሶች አሉ', 'ወይዘሮ ቫንስ በመያዣ ውስጥ 8 እስክሪብቶች እና 64 እርሳሶች አሏት', 'በመፅሃፍ መደርደሪያ ውስጥ 64 መፅሃፎች አሉ እና 8 መፅሃፍቶች ተወግደዋል', 'አቶ ጁዋሬዝ 64 ኩባያዎች ያሉት ሲሆን በእያንዳንዱ 8 ጠረጴዛዎች ላይ እኩል ቁጥር ያስቀምጣል']	D	[TextBlock(text='A) በእያንዳንዱ አውቶቡሶች 64 ተማሪዎች ያሏቸው 8 አውቶቡሶች አሉ', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': '64 + 8 የሚለው አገላለጽ በየትኛው ሁኔታ ጥቅም ላይ ሊውል ይችላል\n A)በእያንዳንዱ አውቶቡሶች 64 ተማሪዎች ያሏቸው 8  አውቶቡሶች አሉ B)ወይዘሮ ቫንስ በመያዣ ውስጥ 8 እስክሪብቶች እና 64 እርሳሶች አሏት C)በመፅሃፍ መደርደሪያ ውስጥ 64 መፅሃፎች አሉ እና 8 መፅሃፍቶች ተወግደዋል D)አቶ ጁዋሬዝ 64 ኩባያዎች ያሉት ሲሆን በእያንዳንዱ 8 ጠረጴዛዎች ላይ እኩል ቁጥር ያስቀምጣል'}]}]	A
elementary_mathematics	ከ (5 + 2) x 8 ጋር የሚመጣጠነው የትኛው አገላለፅ ነው	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '9 x (5x2)', '(5x8)x3']	A	[TextBlock(text='A) (8 x 5) + (8 x 2)', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'ከ (5 + 2) x 8 ጋር የሚመጣጠነው የትኛው አገላለፅ ነው\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)9 x (5x2) D)(5x8)x3'}]}]	A
