subject	question	choices	answer	opus	prompt	verbalized
elementary_mathematics	Colton na tata na ye ba sombaki gallon Moko ya langi na talo ya 13$ PE ba pinceaux mibale Na talo ya 9$ na Moko. talo ya nionso eza boni, kolongola mpako ya pinceaux PE peinture basombaki	['22 dollars US', '22 dollars US', '31 dollars US', '35 dollaurs US']	C	[TextBlock(text='A) 22 dollars US', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Colton na tata na ye ba sombaki gallon Moko ya langi na talo ya 13$ PE ba pinceaux mibale Na talo ya 9$ na Moko. talo ya nionso eza boni, kolongola mpako ya pinceaux PE peinture basombaki\n A)22 dollars US B)22 dollars US C)31 dollars US D)35 dollaurs US'}]}]	A
elementary_mathematics	pesa valeur ya y na ekwation Oyo : y-2 + 3Y = 10	['2', '3', '4', '5']	B	[TextBlock(text='Tala malamu na ekwation oyo: y-2 + 3Y = 10\n\nLongola mwa maloba:\ny-2 + 3Y = 10\ny + 3Y - 2 = 10\n4Y - 2 = 10\n\nBakisa 2 na ngambo nyonso mibale:\n4Y - 2 + 2 = 10 + 2\n4Y = 12\n\nKabola na 4 na ngambo nyonso mibale:\n4Y ÷ 4 = 12 ÷ 4\nY = 3\n\nBoye, eyano ya malamu ezali B) 3.', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'pesa valeur ya y na ekwation Oyo : y-2 + 3Y = 10\n A)2 B)3 C)4 D)5'}]}]	A
elementary_mathematics	bongisa ekwation 2*w=66	['33', '44', '88', '99']	B	[TextBlock(text='A)33', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'bongisa ekwation 2*w=66\n A)33 B)44 C)88 D)99'}]}]	A
elementary_mathematics	Wendy alingaki kosala enquête mpo na koyeba parfum ya glace balingi mingi na eteyelo na ye. Methode nini oyo ya nse ekosalisa Wendi kosukisa échantillon aléatoire ya bayekoli ya eteyelo na ye ?	['Pona 10 na classe', 'Pona bato ya ekipi ya softball ya basi', 'Pona bato ya ekipi ya basketball ya mibali', 'Pona bayekoli oyo balingi parfum moko ya glace lokola ye.']	A	[TextBlock(text='C', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Wendy alingaki kosala enquête mpo na koyeba parfum ya glace balingi mingi na eteyelo na ye. Methode nini oyo ya nse ekosalisa Wendi kosukisa échantillon aléatoire ya bayekoli ya eteyelo na ye ?\n A)Pona 10 na classe B)Pona bato ya ekipi ya softball ya basi C)Pona bato ya ekipi ya basketball ya mibali D)Pona bayekoli oyo balingi parfum moko ya glace lokola ye.'}]}]	C
elementary_mathematics	koma 5,875 na ndenge ya kosangana to PE na ndenge ya fraction ya pete	['5 bakisa 8 likolo ya 9', '5 Bakisa 7 likolo ya 8', '7 likolo ya 8', '5 bakisa 87 likolo ya 105']	B	[TextBlock(text='B)5 Bakisa 7 likolo ya 8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'koma 5,875 na ndenge ya kosangana to PE na ndenge ya fraction ya pete\n A)5 bakisa 8 likolo ya 9 B)5 Bakisa 7 likolo ya 8 C)7 likolo ya 8 D)5 bakisa 87 likolo ya 105'}]}]	B
elementary_mathematics	bongisa ekwation 124=m+34	['158', '90', '88', '4.216']	B	[TextBlock(text='B)90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'bongisa ekwation 124=m+34\n A)158 B)90 C)88 D)4.216'}]}]	B
elementary_mathematics	Zelma asombi 1 livre na bitabe mpo na monkama 40 ya livre akofuta na lokasa moko ya 20 dollars. Moto ya caisse akitisi ntalo nyoso ya bitabe na ntuku mibale ya dollars afuti mpo na koyeba motuya nyoso ya mbongo ya kozongisa na Zelma. Operation nini elakisi mosolo ya kozongisa na Zelma ?	['p- 20', '20 - 40p', '20 - 0,40 p', '0,40p - 20']	C	[TextBlock(text='D)40 p', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Zelma asombi 1 livre na bitabe mpo na monkama 40 ya livre akofuta na lokasa moko ya 20 dollars. Moto ya caisse akitisi ntalo nyoso ya bitabe na ntuku mibale ya dollars afuti mpo na koyeba motuya nyoso ya mbongo ya kozongisa na Zelma. Operation nini elakisi mosolo ya kozongisa na Zelma ?\n A)p- 20 B)20 - 40p C)20 - 0 D)40 p'}]}]	D
elementary_mathematics	Celia azali na etiyelo ya monene epai wapi lolenge minei ya mbongo basangisi yango malamu. Alingaki kolongola échantillon moko ya biteni na ye mpo ete ameka koyeba lolenge ya eteni azali na yango mingi. Kati na ba methode oyo elandi ebongi malamu na kopona échantillon moko ?	['kolokota eteni moko na etiyelo', 'kobenda biteni ya mbongo kino na kozwa eteni moko na lolenge nyoso ?', 'Kobimisa na etiyelo biteni zomi ya lolenge nyoso', 'A ya kotala te, kolokota biteni ntuku misato ya mbongo']	D	[TextBlock(text='B)kobenda biteni ya mbongo kino na kozwa eteni moko na lolenge nyoso', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Celia azali na etiyelo ya monene epai wapi lolenge minei ya mbongo basangisi yango malamu. Alingaki kolongola échantillon moko ya biteni na ye mpo ete ameka koyeba lolenge ya eteni azali na yango mingi. Kati na ba methode oyo elandi ebongi malamu na kopona échantillon moko ?\n A)kolokota eteni moko na etiyelo B)kobenda biteni ya mbongo kino na kozwa eteni moko na lolenge nyoso ? C)Kobimisa na etiyelo biteni zomi ya lolenge nyoso D)A ya kotala te'}]}]	B
elementary_mathematics	Na condition Nini tokoki kotia opération 64+8?	['ezali Na 8 bus nakati ya Moko na Moko 64 bana kelasi', 'Na kati ya liboke , Mme Vance azali Na ba biki 8 PE ba Crayon 64', 'ba buku 8 elogwami Na ndaku ya ba buku Oyo ezalaki Na ba buku 64 Na ebandeli', 'M. Juarez azali Na 64 kopo ya mukié. likolo ya 8 mesa, atié motango Moko ya ba kopo ya mukié likolo ya mesa Moko na moko']	D	[TextBlock(text='B)Na kati ya liboke', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Na condition Nini tokoki kotia opération 64+8?\n A)ezali Na 8 bus nakati ya Moko na Moko 64 bana kelasi B)Na kati ya liboke C)Mme Vance azali Na ba biki 8 PE ba Crayon 64 D)ba buku 8 elogwami Na ndaku ya ba buku Oyo ezalaki Na ba buku 64 Na ebandeli'}]}]	B
elementary_mathematics	opération Nini ezo lakisa phrase 64×8?	['(8 x 5) + (8 x 2)', '(5 x 8) + (5x 2)', '8 x (5x2)', '(5x8)x2']	A	[TextBlock(text='D)(5x8)x2', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'opération Nini ezo lakisa phrase 64×8?\n A)(8 x 5) + (8 x 2) B)(5 x 8) + (5x 2) C)8 x (5x2) D)(5x8)x2'}]}]	D
