premise,hypothesis,label,output
"እንግዲህ , እኔ ስለ እሱ እያሰብኩኝ አልነበረም , ነገር ግን እኔ በጣም ተስፋ ቆርጨ ነበር, እና, እኔ እንደገና ከእርሱ ጋር ማውራት ጀመርኩ።",እኔ ከእርሱ ጋር ድጋሜ አልተነጋገርኩም።,contradiction,Contradiction
"እንግዲህ , እኔ ስለ እሱ እያሰብኩኝ አልነበረም , ነገር ግን እኔ በጣም ተስፋ ቆርጨ ነበር, እና, እኔ እንደገና ከእርሱ ጋር ማውራት ጀመርኩ።",እኔ በጣም ስለተበሳጨሁ እንደገና እሱን ማነጋገር ጀመርኩ።,entailment,Entailment
"እንግዲህ , እኔ ስለ እሱ እያሰብኩኝ አልነበረም , ነገር ግን እኔ በጣም ተስፋ ቆርጨ ነበር, እና, እኔ እንደገና ከእርሱ ጋር ማውራት ጀመርኩ።",ጥሩ ንግግር አድርገናል።,neutral,Contradiction
እነርሱ ነገሩኝ፣እም፣እኔ እንደምጠራ በአንድ ሰው በስተመጨረሻ እንዳገኘው ።,ከማንም ጋር ስለመገናኘት የተነገረኝ ምንም ነገር የለም።,contradiction,Contradiction
እነርሱ ነገሩኝ፣እም፣እኔ እንደምጠራ በአንድ ሰው በስተመጨረሻ እንዳገኘው ።,የሆነ ሰው ሊያገኘኝ እንዲመጣ እንደሚጠራ ተነግሮኝ ነበር።,entailment,Entailment
እነርሱ ነገሩኝ፣እም፣እኔ እንደምጠራ በአንድ ሰው በስተመጨረሻ እንዳገኘው ።,ሰውየው ትንሽ ዘግይቷል ነው የመጣው ።,neutral,Contradiction
ብዙ ማውራት የምትችልበት  ነገር አለ እርሱን በተመለከተ አልፈዋለሁ።,የማውቀውን ሁሉ ስለዚያ ነገር ልነግርህ እፈልጋለሁ!,contradiction,"Neutral.

The premise states that there is a lot to talk about regarding a certain matter and that the speaker has passed it. The hypothesis states that the speaker wants to tell the listener everything they know about that matter. These statements do not directly entail or contradict each other; they are simply related to the same topic in different ways."
ብዙ ማውራት የምትችልበት  ነገር አለ እርሱን በተመለከተ አልፈዋለሁ።,ስለዚህ ጉዳይ አላወራም፣ ምንም እንኳን ብዙ የሚሸፈን ነገር ቢኖርም።,entailment,Contradiction
ብዙ ማውራት የምትችልበት  ነገር አለ እርሱን በተመለከተ አልፈዋለሁ።,ስለ ከተማዋ ታሪክ አልናገርም ምክንያቱም ብዙ የሚነገር ነገር ስላለ።,neutral,Contradiction
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,እኔ ለምን እንደሆነ እርግጠኛ ነኝ።,contradiction,Contradiction
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,ትምህርት ቤቱን ለምን እንዳዘዋወረ አላውቅም።,neutral,Neutral
ስለዚህ ለምን እንደሆነ እኔ እርግጠኛ አይደለሁም።,ይህ የሆነው ለምን እንደሆነ አላውቅም።,entailment,Entailment
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ለፈታናዎቹ ተቆጣጣሪዎቹን የሚያካሂደው እኔ ብቻ መሆኔን አልወደድኩትም ።,neutral,Contradiction
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ሙከራዎች የሚኬሄዱት በትንሽ ከፍታ ክፍሎች ውስጥ ነበር,entailment,Entailment
እኔ ብቻ ነበርኩ አ፣በትንሽ ከፍታ ውስጥ ለ ለሙከራው መቆጣጠሪያዎቹን ያካሄድኩት ።,ለሙከራው መቆጣጠሪያዎችን የሚያካሂዱ ጥቂቶች ነበርን።,contradiction,Contradiction
ሪክ እንዳለው ፣እኔ አሀ፣ ጡረታ የወጣሁ የጦር መኰንን ነኝ።,እስከ እዚህ ቀን ድረስ እየሰራሁ ነው።,contradiction,Contradiction
ሪክ እንዳለው ፣እኔ አሀ፣ ጡረታ የወጣሁ የጦር መኰንን ነኝ።,በ2002 ጡረታ ወጣሁ።,neutral,Neutral
ሪክ እንዳለው ፣እኔ አሀ፣ ጡረታ የወጣሁ የጦር መኰንን ነኝ።,ሪክ ጡረታ እንደወጣሁ ነግሮሃል።,entailment,Entailment
"በጠረጴዛዬ ላይ የተወሰኑ የገንዘብ ፍሰት ትንበያዎች አሉ እና, አም, አሀ, ለዚያ እና ለዚያ የካቲ ነው, የደንበኛው ስም ነው።","ካቲ የተባለው ደንበኛ በወር 10,000 ዶላር ያገኛል።",neutral,Neutral.
"በጠረጴዛዬ ላይ የተወሰኑ የገንዘብ ፍሰት ትንበያዎች አሉ እና, አም, አሀ, ለዚያ እና ለዚያ የካቲ ነው, የደንበኛው ስም ነው።",ካቲ የሚባል ደንበኛ አለ።,entailment,Entailment
"በጠረጴዛዬ ላይ የተወሰኑ የገንዘብ ፍሰት ትንበያዎች አሉ እና, አም, አሀ, ለዚያ እና ለዚያ የካቲ ነው, የደንበኛው ስም ነው።",ካቲ ተብሎ የሚጠራ ደንበኛ የለንም።,contradiction,Contradiction
ልትረዳኝ የምትችለው ልጅ ማዶ ከከተማው አቋራጭ ነች።,ለእርዳታ ምፈልጋት ልጅ የምትኖረው ከሩቅ ሩቅ ነው።,entailment,Contradiction
