premise,hypothesis,label,output
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.",Sinnaddamu kwogerako naye.,contradiction,Contradiction
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.","Nali munyiivu nnyo, ekyandeetera okuddamu okwogera naye.",entailment,Neutral
"Kale nno, ekyo si na kye nnabadde ndowoozaako, naye olw'okuba nnabadde mu mbeera ey'okusoberwa, nnawunzise nzizeemu okwogera naye.",Twafunamu okwogera okulungi.,neutral,Entailment
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",Tewali kye bantegeeza ku  ky'okusisinkana omuntu yenna.,contradiction,Contradiction
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.","Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",entailment,Entailment
"Bantegeeza nti uh, baali ba kunfunira omuvubuka ansisinkane ku nkomerero.",Mwanamulenzi yajja kikeerezimu.,neutral,Contradiction
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.",Njagala nkubuulire byonna bye mmanyi ku ekyo!,contradiction,Contradiction
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.","Sijja kubaako kye njogera ku ekyo, newankubadde bingi ebikiriko.",entailment,Entailment
"Waliwo ebintu bingi bye wandiyogedde ku ekyo, ekyo nja kukibuuka bubuusi.",Sijja kwogera ku byafaayo bya kibuga kubanga eby'okukyogerako bingi nnyo.,neutral,Entailment
"Kale nno, simanyidde ddala lwaki.",Neekakasa ensonga lwaki.,contradiction,Contradiction
"Kale nno, simanyidde ddala lwaki.",Simanyi lwaki yakyusakyusa amasomero.,neutral,Neutral.
"Kale nno, simanyidde ddala lwaki.",Simanyi lwaki ekyo kyagwawo.,entailment,Entailment
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Ssaakyagala kubeera nzekka nga nze nsobola okukozesa obuuma mu kugezesa.,neutral,Contradiction
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Okugezesebwa baakukolera mu kasenge omulondoolerwa enkyukakyuka y'embeera y'ekintu.,entailment,Entailment
"Nze nzekka uh, eyali akozesa obuuma obulondoola obwa, okugezesa enkyukakyuka y'embeera y'ekintu ekibeera kiteekeddwa mu kasenge.",Batono ku ffe abaddukanya obuuma mu kugezesa.,contradiction,Neutral
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.","N'okutuusa leero, nkyakola.",contradiction,Contradiction
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.",Nawummula mu 2002.,neutral,Neutral.
"Nze uh, Chief Master Sergeant, eyawummula, nga Rick bw'agambye.",Rick yabagamba nti nnawummula.,entailment,Entailment
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Kasitoma ayitibwa Cutty akola  $10000 buli mwezi.,neutral,Neutral
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Waliwo kasitoma ng'erinnya lye ye Cutty.,entailment,Entailment
"Waliwo kko ebikwata ku nsuubira y'ennyingiza ya ssente ebiri ku mmeeza yange era, um, uh, bya Cutty, lye linnya lya kasitoma.",Tetulina wano kasitoma yenna ayitibwa Cutty.,contradiction,Contradiction
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Omuwala gwe nneetaagako obuyambi abeera walako.,entailment,Entailment
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Omuwala agenda okunnyamba yeesudde mmayiro 5.,neutral,Neutral.
Omuwala ayinza okunnyamba ali walako n'ekibuga.,Tewaliiwo muntu ayinza kunnyamba.,contradiction,Contradiction
