premise,hypothesis,label,output
"Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.",Nyemegaƒo nu ake o.,contradiction,Entailment
"Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.",Medo domedzui ale gbegbe be ɖeko megadze nuƒoƒo kpliie nye esia.,entailment,Contradiction
"Enyo, nyemen,o esia ŋu bum hã o, evɔ nyemekpɔ ŋudzedze o, eye megava dze nuƒoƒo kplii.",Mǐhe nya vevie ŋutɔ.,neutral,Contradiction
"Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.",Womegblɔ nam be mado go ame aɖeke kpɔ o.,contradiction,Contradiction
"Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.",Wogblɔ nam be woyɔ ɖekakpui aɖe si ado go kplim.,entailment,Contradiction
"Wogblɔ nam be le nuwuwu la, woakplɔ ame aɖe si mado go la vɛ nam.",Ɖekakpui la tsi megbe vie hafi va.,neutral,Neutral
"Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.",Adzrom be magblɔ nu siwo katã menya ku ɖe eŋu la na wò.,contradiction,Contradiction
"Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.","Nyemele nya aɖeke gblɔ ge ku ɖe ŋu o, to egbɔ be nu sɔgbɔ lii si ŋu miake ɖo hafi.",entailment,Contradiction
"Nu sɔgbɔ li si ŋu nate ŋu ƒo nu le ale gbegbe be, ɖeko mabe esia nenɔ anyi boŋu.",Nyemagblɔ dugãa ƒe ŋutinya o elabena nu sɔgbɔ lii woagblɔ ku ɖe eŋu.,neutral,Contradiction
Eya ta nyemenya nu si tae tututu o.,Menye nu si ta wòdzɔ ɖo.,contradiction,Contradiction
Eya ta nyemenya nu si tae tututu o.,Nyemenya nu si ta wòɖoli suku ɖo o.,neutral,Contradiction
Eya ta nyemenya nu si tae tututu o.,Nyemenya nu si ta wòɖoli suku ɖo o.,entailment,Contradiction
"Nye ɖeka koe tea ŋu nana euh, nuɖɔɖomɔa zɔ̃na na, na xɔ fafɛ me dodokpɔa.",Medoa dzidzɔ nam be nye ɖeka koe tea ŋu zãna nuɖɔɖomɔa hena dodokpɔawo.,neutral,Entailment
"Nye ɖeka koe tea ŋu nana euh, nuɖɔɖomɔa zɔ̃na na, na xɔ fafɛ me dodokpɔa.",Wowɔa dodokpɔawo le xɔ fafɛ la me.,entailment,Entailment
"Nye ɖeka koe tea ŋu nana euh, nuɖɔɖomɔa zɔ̃na na, na xɔ fafɛ me dodokpɔa.",Mǐa dome ame aɖewo ʋu du tsɔ nuɖɔɖomɔawo vɛ na dodokpɔa.,contradiction,Neutral
"Menye euh, kpɔvitɔ ƒe amegã xɔgbɔ̃ɖeme abe ale si Rick gblɔe ene.",Megale dɔ wɔm va se ɖe egbe.,contradiction,Neutral.
"Menye euh, kpɔvitɔ ƒe amegã xɔgbɔ̃ɖeme abe ale si Rick gblɔe ene.",Mexɔ gbɔɖeme le ƒè 2002 lia me.,neutral,Contradiction
"Menye euh, kpɔvitɔ ƒe amegã xɔgbɔ̃ɖeme abe ale si Rick gblɔe ene.",Rick gblɔe na wò be mexɔ gbɔɖeme.,entailment,Entailment
"Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.",Asisinɔ so woyɔa be Cutty la ƒe ɣletikukufe nye $ 10 000,neutral,Contradiction
"Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.",Asisinɔ aɖe lii si woyɔa be Cutty,entailment,Entailment
"Gabuɖigbalẽwo le ɔfisi dzi nam eye, ɛ̃, enye Cutty machin-chose tɔ, nenema woyɔa asisinɔ lae.",Míaƒe asisinɔ aɖeke metɔ Cutty o.,contradiction,Contradiction
