question,choices,answer,subject,output
"In 24=2p, what is the value of p?","['p = 4', 'p is equal to 8', 'where p = 12', 'where p = 24']",C,elementary_mathematics,A)p = 12
"Ms. Perez drove a total of 40 miles in five days, the same mileage every day.","['The 5th', 'The 7', 'The 8', '9 of 9']",C,elementary_mathematics,Option D) 9 of 9
Find the area of −40 ÷ (−8),"['1 out of 5', '-5 years', '-1 to the 5', 'The 5th']",D,elementary_mathematics,A) 1 out of 5
"A football team has $90.00 to buy a football. If the price of a football is $15.60, what is the maximum number of footballs that the team can buy?","['The 4th', 'The 5th', 'The 6th', 'The 7']",B,elementary_mathematics,D) The 7th
"You and three friends are going to a concert. The total cost of four tickets is $112. To find the price of one ticket, write down a complex formula and redeem it.","['4t is equal to 112; $448', '4t is equal to 112; $28', '4 over t is equal to 112; $448', 't over 4 = 112; $28']",B,elementary_mathematics,B) 4t is equal to 112; $28
Use the following expression to answer the question. What is 3 × [(2 × 6  5) + (8 ÷ 4) ] multiplied by 1?,"['9 of 9', 'The 11th', '26 years old', '32 years old']",C,elementary_mathematics,D) 32 years old
"In simple form, write 1 and 1 to 11 as either whole numbers or groups of numbers.","['1.1 out of 11', '11 out of 11', '12 out of 11', '11 out of 12']",C,elementary_mathematics,B) 11 out of 11
Find the product of 2.16 ÷ 0.06.,"['3.6 years', 'Thirty six', '0.01272 with', '12.72 years old']",B,elementary_mathematics,C) 0.01272
Find the difference between 142.76 and 16.5.,"['159.26 years', '2,224 people', '14,111', '126.26 years']",D,elementary_mathematics,D) 14
Find the role of 5.04/0.7.,"['0.72 years', '0.702 days', '10,0571 people', '7.2 by weight']",D,elementary_mathematics,C) 10
Jimmy and Kim are going on a trip. They will drive for three days. On the first day they will drive 182 miles. On the second day they will drive 439 miles. On the third day they will drive 217 miles. What is the latest estimate of how many miles Jimmy and Kim will drive on their trip?,"['One hundred and fifty plus four hundred plus two hundred', '200 and 400 and 200', '200 and 450 and 200', '200 and 500 and 200']",C,elementary_mathematics,C) 200 and 450 and 200
What is 21 divided by 7?,"['The 21st', 'The 7', '1st year', 'none of the above']",D,elementary_mathematics,C) 3
"Maddie rides her bike a total of 56 miles in 7 days. She rides the same mile every day. In total, how many miles does Maddie ride per day?","['The 8', '9 of 9', '49 years old', '63 year old']",A,elementary_mathematics,B) 8
Find the number that equals 11 in the expression 88 = 48?,"['The 6th', 'The 11th', 'The 8', 'The 5th']",A,elementary_mathematics,A) The 6th
What is a good buy?,"['10 ounces for $23.20', '16 pairs of socks for $36.48', '13 copies for $29.51', '12 hours for $27.60']",C,elementary_mathematics,A) 10 ounces for $23.20
"Trish's resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases by 5 beats per minute. How long does it take her to reach 120 beats per minute?","['5 minutes', '14 minutes', '34 minutes', '70 minutes']",B,elementary_mathematics,C) 34 minutes
"Find the median, or center, of the data set 23, 13, 18, 29, 32, 25.","['18 and 19', 'What is it? 24', '25 years old', 'The 29th']",B,elementary_mathematics,B) What is it? 24
Jack takes 60 apples from one apple tree. He uses 12 of them to make apple juice. He puts the remaining apples into 6 equal baskets. What is the equation that can be used to determine the number of apples that Jack puts into each basket?,"['(60/6) 12 is equal to', '(6012) / 6 is equal to', '60-6-12 is equal to a.', '(60+12) /6 is equal to']",B,elementary_mathematics,A) (60/6) is equal to
A specific map uses a scale of 1 inch equals 25 miles. How many miles are represented by 5 inches on this map?,"['The 5th', '25 years old', '50 years old', '125 year old']",D,elementary_mathematics,D) 125 miles
(2 + 5) squared − 42 simplify,"['The 7', 'The 16th', '30 From the Bible', '33 years old']",A,elementary_mathematics,C) 30
Find the value of 4 ÷ 2 • 2 + 8 − 4,"['- twelve', 'The 12th', 'The 8', 'The 16th']",C,elementary_mathematics,D) The 16th
One trainer estimated the number of runners in a track race to be 10. The number of runners was estimated to be 400. What is the actual number of runners in a track race?,"['three hundred and eighty-two', 'three hundred and ninety seven', 'four hundred and six', 'four hundred and forty-seven']",B,elementary_mathematics,C) four hundred and six
−4 + (−3) is equal to,"['-7 years', '1 to 1', '1st year', 'The 7']",A,elementary_mathematics,A) -7 years
"Mark has a collection of papyri. He has 22 papyri from Japan, 34 from Canada, 17 from Mexico. How many papyri does he have in total?","['53 years old', '63 year old', '73 years', '83 years old']",C,elementary_mathematics,A) 73
Determine the solution of the complex equation x + 2.7 = 8.4 from the given numbers.,"['11.1 years', '5.7 years old', '3 and 7', '22.68 years']",B,elementary_mathematics,D) 22.68 years
Find a number that is true of the expression 0.32 g = _cg.,"['32 years old', '3 and 2', 'three thousand two hundred', '320 years old']",A,elementary_mathematics,C) three thousand two hundred
Find the mental quantity 5.7 ((8)) using the distributed behavior.,"['46.4 years', 'four hundred and fifty-six', '4.56 years old', '45.6 years']",D,elementary_mathematics,D) 45.6 years
"What will be the role of 2,314 / 4?","['five hundred and eight', '508 r2', '578 years old', '578 r2']",D,elementary_mathematics,A) five hundred and eight
