question,choices,answer,subject,output
What is the solution of p to 24 = 2p ?,"['p = 4', 'p = 8', 'p = 12', 'where p = 24']",C,elementary_mathematics,B) p = 8
"Perez's wife ran 40 kilometers in 5 days. Every day, she ran about 100 kilometers. How many kilometers did Perez's wife run in a day?","['5 years', '7th', '8th', '9 years']",C,elementary_mathematics,A) 5 years
Determine the limit of -40 + (-8).,"['1 out of 5', '-5', '-1 out of 5', '5 years']",D,elementary_mathematics,The correct option is B) -5
"If a football ball costs $15 or $60, what is the value of the ball that the ball can buy?","['4 years', '5 years', '6th', '7th']",B,elementary_mathematics,A) 4 years
"With three friends, you're watching an event. If the price of four tickets is $112, sign up and put up the sign to find out the price of the ticket?","['4b is equal to 112; $448', '4b = 112; $28', 'b of 4=112; $448', 'b divided by 4 = 112,28 $']",B,elementary_mathematics,B) 4b = 112; $28
"Using this equation I can solve the following equation: 3 x [(2 x 6 - 5) + (8 + 4) - 1, in order to answer the following question: what is the limit of the equation?","['9 years', '11th', '26 years', '32 years']",C,elementary_mathematics,D) 32 years
Write 1 and 1 of 11 in the form of a cipher as a simplified form.,"['1, 1 out of 11', '11 out of 11', '12 out of 11', '11 out of 12']",C,elementary_mathematics,A) 1
"multiply the limit by 2, 16 ÷ 0,06.","['3, 6', '36 years', '0, 01272', '12, 72']",B,elementary_mathematics,Option C) 36
"What is the difference between 142, 76 and 16, 5?","['159, 26', '2, 224', '14, 111', '126, 26']",D,elementary_mathematics,D)224
"What is the limit? 5,04/0,7","['0, 72', '702 people', '10, 0571', '7, 2']",D,elementary_mathematics,A) 0
"Jimmy and Kim ran together. We ran for three days. On the first day, we ran 182 kilometers. On the second day, we ran 439 kilometers. On the third day, we ran 217 kilometers. Which tent is closest to the nearest tent test when Jimmy and Kim ran together?","['150 and 400 and 200', '200 and 400 and 200', '200 and 450 and 200', '200+ 500+ 200']",C,elementary_mathematics,B) 200 and 400 and 200
