premise,hypothesis,label,output
"nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude ","nazali euh! mokonzi ya mapinga monene, natika musala, lokoka Rick alobi",contradiction,"The premise and hypothesis provided are in Lingala, a language spoken in the Democratic Republic of the Congo. The premise seems to discuss someone talking about a regulator for an altitude chamber test. The hypothesis, however, is about someone claiming to be a big military leader and quitting their job, with a mention of someone named Rick speaking.

Given the content of the premise and the hypothesis, there is no direct logical relationship where the premise would necessarily imply the hypothesis or directly contradict it. The topics discussed in both statements are unrelated.

Therefore, the relationship between the premise and the hypothesis is **neutral**."
"nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude ","alobi ezalaki kaka pinzoli mutu kotanga na misu na ye PE alobi, na sima alobi ete joe azali",entailment,"The premise and hypothesis are both in Lingala mixed with French, but the content of each does not directly relate to the other in a clear way based on the provided translations.

Premise: ""nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude"" translates roughly to ""I was the only one, uh, just talking about the regulator for, altitude chamber test.""

Hypothesis: ""alobi ezalaki kaka pinzoli mutu kotanga na misu na ye PE alobi, na sima alobi ete joe azali"" translates roughly to ""he says it was just tears, someone reading with his eyes OR he says, then he says that Joe exists.""

Given these translations, the premise discusses a specific scenario involving a discussion about a regulator for an altitude chamber test, while the hypothesis talks about someone describing an emotional reaction (tears) or mentioning someone named Joe. There is no direct connection or logical implication between the premise and the hypothesis about the altitude chamber test and the emotional reaction or existence of Joe.

Therefore, the relationship between the premise and the hypothesis is **neutral**."
"nazalaki NGA Moko ya, euh, Kaka kosalosa regulateur PONA , test ya ba chambre d'altitude ","ndenge alobaki mata na porche, atangisaki pinzoli na miso",neutral,"The premise and the hypothesis are both written in Lingala, a language spoken in the Democratic Republic of the Congo. The premise discusses someone talking about a regulator for an altitude chamber test. The hypothesis talks about someone crying tears on the porch as they spoke.

Given the content of the premise and the hypothesis:
- The premise is about a technical discussion regarding an altitude chamber test.
- The hypothesis is about an emotional expression (crying) on a porch.

Since the premise does not provide any information about someone crying or being on a porch, and the hypothesis does not mention anything about an altitude chamber test or a regulator, there is no direct logical connection or contradiction between the two statements.

Therefore, the relationship between the premise and the hypothesis is **neutral**."
"ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya",bazuaki ngalasisi PONA ba kostume ya pression PE ezuaki NGA tango soki otié ,contradiction,"Neutral.

The premise and hypothesis provided are written in a mix of languages that appear to include Lingala or a similar language, and the content does not clearly relate to each other based on the information given. The premise seems to discuss an event or situation involving a person and a road, while the hypothesis talks about obtaining a permit for pressure suits or a similar context. Without a clear logical connection or contradiction between the two statements, the relationship is neutral."
"ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya",ezuaka ti Na basanza misato pona kosilisa koyekola kosalela kostume ya espace mobimba ,entailment,"The premise and hypothesis provided are in a language that appears to be a mix of Lingala and possibly another language, and the text seems to include some phrases that are not clearly understandable without further context. The premise seems to discuss something about a person, an action, or an event, but it's not clear what exactly is being described due to the language and possible transcription errors.

The hypothesis talks about taking three months to complete learning to use a full space suit.

Given the lack of clarity and context in both the premise and hypothesis, and the apparent lack of direct relation between the two statements based on the provided translations, the relationship between the premise and the hypothesis is **neutral**. This means that the premise neither clearly supports nor contradicts the hypothesis based on the information given."
"ataku pempo ezo Pela moto, PONA Nini ete, eske eza eh, kosika PE ko lemba Na moto Na Zela ya",Na tie motema na Tina ete naza na posa ya ko Mona kaka ba totaux PONA ko silisa likambu oyo,neutral,"The premise and hypothesis provided are in Lingala, a language spoken in the Democratic Republic of the Congo and some neighboring countries. The premise seems to be discussing a situation or event involving someone or something, but the exact details are unclear due to the fragmented nature of the text and possible transcription errors. The hypothesis talks about having a desire to see only the totals to resolve an issue.

Given the lack of clarity and context in both the premise and hypothesis, and the fact that they do not clearly support or contradict each other based on the provided translations and interpretations, the relationship between them is best described as neutral."
"bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango",bayebisaki yo Ete na yebi nionso Oyo ezo leka,contradiction,"The premise and hypothesis provided are in Lingala, a language spoken in the Democratic Republic of the Congo and other parts of Central Africa. Here is a rough translation:

Premise: ""I went there, sir, they told me everything about that matter.""
Hypothesis: ""They told you that I know everything that is happening.""

Based on the translations:
- The premise indicates that the speaker was informed about everything regarding a certain matter.
- The hypothesis suggests that someone else was told that the speaker knows everything that is happening.

The hypothesis does not directly follow from the premise because the premise does not specify that the speaker knows everything about all matters, just about a specific matter they were told about. Additionally, the hypothesis implies that a third party was informed about the speaker's knowledge, which is not mentioned in the premise.

Therefore, the relation between the premise and hypothesis is **neutral**."
"bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango",eza Liwa ya inspecteur yango Wana ba yebisaki nga,entailment,"The premise and hypothesis provided are in Lingala, a language spoken in the Democratic Republic of the Congo and other parts of Central Africa. Here is a rough translation:

Premise: ""I went there, sir, they told me everything about that matter.""
Hypothesis: ""It is the death of that inspector, they told me.""

Based on the translations:
- The premise indicates that the speaker was informed about a certain matter.
- The hypothesis specifically states that the matter concerned is the death of an inspector.

Since the premise does not specify what the matter was about, it does not confirm nor deny that it was about the death of an inspector. Therefore, the relationship between the premise and the hypothesis is **neutral**."
"bo ndimela NGA, monsieur, bayebisaki NGA nionso Na makambu yango",eza Na makombo ya mukié ebele Oyo ba bombelaki nga,neutral,"The premise and hypothesis are written in Lingala, a language spoken in the Democratic Republic of the Congo and other parts of Central Africa. The premise translates to ""I was walking there, sir, they told me everything about those matters."" The hypothesis translates to ""It involves many secrets that were hidden from me.""

Given the translations:
- The premise indicates that the speaker was informed about all matters concerning a certain topic.
- The hypothesis suggests that there were many secrets that were kept hidden from the speaker.

Based on this information, the premise and the hypothesis contradict each other. The premise states that the speaker was told everything, while the hypothesis suggests there were still secrets hidden from the speaker.

Answer: Contradiction."
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi,capitaine Blood azalaki na makoki ya ko kanisa biloko Oyo ezalaki ko pesa ye mawa ko sanga ko kata,contradiction,"The premise and hypothesis provided are in Lingala, a language spoken in the Democratic Republic of the Congo and surrounding areas. The translation and analysis of the premise and hypothesis are as follows:

Premise: Makelele was disturbing Captain Blood in his dreams as a tormentor.
Hypothesis: Captain Blood had the ability to imagine things that made him sad and scared.

Analysis:
- The premise states that Makelele was disturbing Captain Blood in his dreams.
- The hypothesis suggests that Captain Blood had the ability to imagine things that caused him sadness and fear, but does not specify that these imaginations were the source of the disturbance in his dreams mentioned in the premise.

Given this, the premise does not directly support nor explicitly contradict the hypothesis. The premise focuses on an external source (Makelele) causing disturbance in Captain Blood's dreams, while the hypothesis focuses on Captain Blood's internal capabilities of imagination affecting his emotions. The connection between Makelele's actions and Captain Blood's imaginative capabilities is not established in the premise.

Therefore, the relationship between the premise and the hypothesis is **neutral**."
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi,makanisi ya capitaine Blood ekatamaki likolo ya mua makelele ,neutral,"The premise and hypothesis are in Lingala, a language spoken in the Democratic Republic of the Congo and other parts of Central Africa. 

Premise: Makelele ezalaki kotungisa Capitaine Blood na ba ndoto na ye ya motungisi.
Translation: Makelele was disturbing Captain Blood in his dreams of being a disturber.

Hypothesis: Makanisi ya Capitaine Blood ekatamaki likolo ya mua makelele.
Translation: The thoughts of Captain Blood were interrupted because of the noise.

Based on the translations:
- The premise suggests that Makelele was causing disturbances in Captain Blood's dreams.
- The hypothesis states that Captain Blood's thoughts were interrupted due to noise.

Given that dreams can be considered as a form of thought and disturbances in dreams can be seen as interruptions, the hypothesis is a plausible consequence of the premise. Therefore, this is an example of **entailment**."
makelele ezalaki kotungisa capitaine blood Na ba ndoto Na ye ya motungisi,makelele ya muana mbwa ebimisaki capitaine Na makanisi Na ye,entailment,"The premise and hypothesis provided are in Lingala, a language spoken in the Democratic Republic of the Congo. The premise translates to ""Makelele was disturbing Captain Blood in his dreams of being a disturber,"" and the hypothesis translates to ""The noise of a puppy disturbed the Captain in his thoughts.""

Based on the translations:
- The premise suggests that Makelele (a person or possibly a metaphorical reference) is disturbing Captain Blood in his dreams.
- The hypothesis states that the noise from a puppy disturbed Captain Blood in his thoughts.

Since the premise involves Makelele disturbing Captain Blood in dreams and the hypothesis involves a puppy disturbing Captain Blood in thoughts, the two statements refer to different subjects (Makelele vs. a puppy) and different contexts (dreams vs. thoughts). Therefore, the relationship between the premise and the hypothesis is **neutral**; the premise neither directly supports nor contradicts the hypothesis."
osunga NGA malamu tango nazalaki mo umbu na barbade,"Kuna, koleka nktoko misato te, ezalaki mabele, efelo ekokana te ya verdure vive etondisaki horizon ",neutral,"The premise and hypothesis you provided are in Lingala, a language spoken in the Democratic Republic of the Congo and surrounding areas. Here's a rough translation:

Premise: ""It was good when I was in the womb in Barbados.""
Hypothesis: ""There, not more than three days ago, it was barren land, a place that could not match the vivid greenery that filled the horizon.""

Based on the translations:
- The premise speaks about a personal nostalgic or positive memory related to being in a womb in Barbados.
- The hypothesis describes a recent observation of a barren land that lacks the vivid greenery.

Given these interpretations, the premise and hypothesis do not directly address the same specific details about the location or its current state. The premise reflects a personal, possibly metaphorical statement, while the hypothesis discusses the recent physical state of a place.

Therefore, the relationship between the premise and hypothesis is **neutral**, as they neither directly contradict nor entail one another based on the information provided."
osunga NGA malamu tango nazalaki mo umbu na barbade,paysage ya luxe ezalaki komonana,entailment,"Neutral

The premise in Lingala discusses being in Barbados, but does not provide information about the luxuriousness of the landscape. The hypothesis mentions a luxurious landscape. Since the premise does not confirm or deny the luxuriousness of the landscape, the relationship is neutral."
