premise,hypothesis,label,output
"dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom",waxaataguma ak moom,contradiction,"The premise in Wolof states that although it was difficult, I had something that bothered me until I discussed it with him/her. The hypothesis states that I did not discuss it with him/her.

This is a contradiction. The premise states that a discussion did occur, while the hypothesis states that no discussion took place."
"dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom",Dama jaaxlewoon ba dama mujje waxaat ak moom,entailment,"The premise and hypothesis are written in Wolof, a language spoken in Senegal and parts of The Gambia. Here is a translation and analysis of the premise and hypothesis:

Premise: ""I didn't understand that at all, but I had something very difficult that made me come to talk with him.""
Hypothesis: ""I was very tired when I came to talk with him.""

Analysis:
- The premise states that the speaker had a very difficult issue which prompted them to talk with the person mentioned.
- The hypothesis states that the speaker was very tired when they came to talk.

The premise does not mention the speaker being tired, only that they had a difficult issue. Therefore, the hypothesis introduces new information (being tired) that is not supported or contradicted by the premise.

Conclusion: Neutral. The hypothesis neither contradicts nor is necessarily entailed by the premise, as it introduces an additional state (tiredness) not addressed in the premise."
"dëggit, xalaatuma woon loolu sax, waaye dama amoon lu ma metti ba ma mujje wax ak moom",waxtaan nanu lu yaatu,neutral,"The premise in Wolof seems to indicate a situation where the speaker had something unpleasant or difficult that they had to discuss with someone else (""dama amoon lu ma metti ba ma mujje wax ak moom"" translates roughly to ""I had something difficult that I had to say to him/her""). 

The hypothesis, ""waxtaan nanu lu yaatu"" translates to ""we had a difficult conversation.""

Based on the translations, the premise suggests that there was a difficult or unpleasant topic that needed to be discussed, and the hypothesis states that a difficult conversation indeed took place. 

Therefore, the relationship between the premise and the hypothesis is one of entailment. The premise provides a basis for the hypothesis to occur."
"dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom",kenn mësu ma wax ma dajeek kenn,contradiction,"The premise and hypothesis you provided are in Wolof, a language spoken in Senegal and some parts of West Africa. Here is a rough translation:

Premise: ""If I don't go to the meeting today, I will call and talk to the man about rescheduling it.""
Hypothesis: ""Someone must have said that I will reschedule it.""

Based on the translations:
- The premise suggests a conditional action related to rescheduling if the speaker is unable to attend the meeting.
- The hypothesis implies that there is an assertion by someone else that the speaker will reschedule.

Given this understanding, the premise does not necessarily confirm that someone else stated the rescheduling would happen, only that the speaker plans to discuss rescheduling if they cannot attend. Therefore, the relationship between the premise and hypothesis is **neutral**. The premise neither directly supports nor contradicts the hypothesis."
"dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom",nee nanu ma woowoon nanu  benn waay ngir ma dajeek moom,entailment,"The premise and hypothesis provided are in a language that appears to be Wolof, a language spoken in Senegal and some other parts of West Africa. Without a translation or understanding of the content, it is impossible to accurately determine the relationship between the premise and the hypothesis in terms of entailment, contradiction, or neutrality.

Given the lack of specific content understanding, the relationship should be classified as neutral, as there is insufficient information to conclude whether the premise entails or contradicts the hypothesis."
"dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom",waa ji dafa dikkul woon ca waxtu wa,neutral,"The premise and hypothesis provided are in Wolof, a language spoken in Senegal and parts of The Gambia and Mauritania. 

Premise: ""dañu ne ma woon ca njombaxtal la, dinañu ma yóbbu ci ak góor ngir ma dajeek moom""
Translation: ""They told me it was a meeting place, they invited me there with a man to meet with him.""

Hypothesis: ""waa ji dafa dikkul woon ca waxtu wa""
Translation: ""The person did not show up at that time.""

Given the translations:

- The premise states that the speaker was told it was a meeting place and was invited there to meet with a man.
- The hypothesis states that the person did not show up at that time.

Since the premise does not specify whether the man showed up or not, just that the speaker was invited to meet him, the hypothesis that the person did not show up neither directly follows from nor contradicts the premise. Therefore, the relationship between the premise and the hypothesis is **neutral**."
am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore,dama leen bëggoon a wax lépp li ma xam ci mbir mi,contradiction,"The text provided in both the premise and hypothesis appears to be in Wolof, a language spoken in Senegal and some other parts of West Africa. Without a translation or understanding of the content in these sentences, it is impossible to accurately determine if the premise entails, contradicts, or is neutral to the hypothesis. Therefore, based on the information provided and without additional context or translation, the relationship between the premise and the hypothesis is neutral."
am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore,"duma ci wax, donte sax am na ñu bare ñu may sàng sutura",entailment,"The text provided in both the premise and hypothesis appears to be in a language that is not English, and without additional context or translation, it is impossible to determine the relationship between the premise and the hypothesis accurately. Therefore, the relationship is neutral, as there is insufficient information to establish entailment or contradiction."
am ay mbir yu bare yoo leen mën a wax ba jarul ma ciy sore,duma wax ci mbooru dëkk bi ndax li ñu ci mën a wax dafa bare,neutral,"Based on the text provided, both the premise and the hypothesis appear to be in Wolof, a language spoken in Senegal and parts of The Gambia. However, without a clear translation or understanding of the content in both the premise and hypothesis, it is impossible to accurately determine the relationship between them in terms of entailment, contradiction, or neutrality.

Given this, the relationship between the premise and hypothesis is neutral, as there is insufficient information to establish a logical connection or contradiction between the two statements."
"kon xamuma, dëgg-dëgg, li ko waral",xam naa  li ko waral,contradiction,"The premise and hypothesis are written in a language that appears to be Wolof, a language spoken in Senegal and parts of The Gambia. Without a translation or understanding of the language, it is impossible to accurately determine the relationship between the premise and the hypothesis. Therefore, the relationship is neutral due to the lack of information to make a clear determination of entailment or contradiction."
"kon xamuma, dëgg-dëgg, li ko waral",xamuma lu tax mu soppi ab lekool,neutral,"The premise and hypothesis are written in a language that is not immediately recognizable, and without a translation or understanding of the language, it is impossible to determine the relationship between the premise and the hypothesis accurately. Therefore, the relationship is neutral, as there is insufficient information to determine whether the premise entails or contradicts the hypothesis."
"kon xamuma, dëgg-dëgg, li ko waral",xamuma li ko waral,entailment,"The premise and hypothesis are both in a language that is not immediately recognizable, and without a translation or understanding of the language, it is impossible to accurately determine the relationship between the premise and the hypothesis. Therefore, the relationship is neutral, as there is insufficient information to establish entailment or contradiction."
man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi,bëgguma woon a nekk kenn rekk ki doon jëfandikoo jumtuwaayu natt bi ngir saytu yi,neutral,"The text provided in both the premise and hypothesis appears to be in Wolof, a language spoken in Senegal and parts of The Gambia and Mauritania. However, without a translation or understanding of the content in these statements, it is impossible to accurately determine the relationship between the premise and the hypothesis. Therefore, the relationship is neutral, as there is insufficient information to conclude an entailment or contradiction."
man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi,saytu yi ci néeg yu suufe yi lees ko doon amalee,entailment,Neutral
man kese maa mënoon saasu ne di doxal jutuwaayu natt bi ci néeg yu suufe yi,ñenn ci ñun ñi ngi doon daw ci sunu ginaaw ak jumtuwaayu natt bi ngir saytu yi,contradiction,"The text provided in both the premise and the hypothesis appears to be in Wolof, a language spoken in Senegal and parts of West Africa. Without a translation or understanding of the content in these statements, it is impossible to accurately determine the relationship between the premise and the hypothesis as entailment, contradiction, or neutral.

Therefore, based on the information given and the inability to understand the content, the relationship should be classified as neutral. This classification is due to the lack of information to make a definitive determination of entailment or contradiction."
"ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete",damay liggéey ba bésu tay,contradiction,"The premise and hypothesis are written in Wolof, a language spoken in Senegal and parts of The Gambia. Without a translation or understanding of the content of both the premise and the hypothesis, it is difficult to determine the relationship between them. 

However, based on the information provided:
- Premise: ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete
- Hypothesis: damay liggéey ba bésu tay

Without understanding the specific content, the relationship between the premise and hypothesis is likely **neutral**, as there is no clear indication that the premise either necessarily entails or contradicts the hypothesis without knowing the specific meanings of the sentences."
"ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete",atum 2002 laa aatereete,neutral,"The text provided in both the premise and hypothesis appears to be in Wolof, a language spoken in Senegal and parts of West Africa. Without a clear translation or understanding of the content in both the premise and hypothesis, it is difficult to accurately determine the relationship between them. However, based on the information provided:

Premise: ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete
Hypothesis: atum 2002 laa aatereete

It seems that the hypothesis is making a specific claim about a year (atum 2002), while the premise does not mention any specific year or directly related information that would confirm or deny the hypothesis. Therefore, the relationship is likely:

Neutral - The premise neither clearly supports nor contradicts the hypothesis due to the lack of specific overlapping information regarding the year 2002."
"ni ko Rick waxee, man njiitu làrme bu mag laa woon bu alatereete",ndax Rick wax na la ni dama alatereete,entailment,"The premise in Wolof states that Rick was a great swimmer who used to swim in the ocean. The hypothesis states that Rick said he used to swim in the ocean.

This is an entailment, as the hypothesis is directly supported by the information provided in the premise."
"am na ay fooguy koppar ci sama bérébu liggéeyukaay, waaw, kiliyaan bii di Cutty moo ko moom",kiliyaan bi tudd Cutty weer wu dee 10 000 $ lay am,neutral,"The premise and hypothesis are written in a language that appears to be Wolof, a language spoken in Senegal and some other parts of West Africa. Without a translation or understanding of the content in both the premise and hypothesis, it is challenging to determine the relationship between them accurately. 

Based on the information provided and without understanding the specific content, the relationship between the premise and hypothesis is classified as neutral. This classification is due to the inability to confirm whether the premise entails or contradicts the hypothesis without a clear understanding of the text."
"am na ay fooguy koppar ci sama bérébu liggéeyukaay, waaw, kiliyaan bii di Cutty moo ko moom",am na kiliyaan bu tudd Cutty,entailment,"The premise and hypothesis are written in a language that appears to be Wolof, a language spoken in Senegal and parts of The Gambia. Without a translation or understanding of the content, it is challenging to determine the relationship between the premise and the hypothesis accurately. Therefore, the relationship is neutral, as there is insufficient information to determine whether the premise entails or contradicts the hypothesis."
"am na ay fooguy koppar ci sama bérébu liggéeyukaay, waaw, kiliyaan bii di Cutty moo ko moom",amunu benn kiliyaan bu tudd Cutty,contradiction,"The premise and hypothesis provided appear to be in a language that is not immediately recognizable, and without understanding the specific meanings of the words, it is difficult to accurately determine the relationship between the premise and the hypothesis. Therefore, the relationship is neutral, as there is insufficient information to establish entailment or contradiction."
xale bu jigéen bi ma mën dimbali ma nga ca wàlla,xale bu jigéen bi ma soxla ndimbalam sore na fii,entailment,"To determine the relationship between the premise and the hypothesis, we need to understand the meanings of the statements in the context of the language used, which appears to be Wolof.

Premise: xale bu jigéen bi ma mën dimbali ma nga ca wàlla
Hypothesis: xale bu jigéen bi ma soxla ndimbalam sore na fii

Translation:
Premise: The girl helped me there at the house.
Hypothesis: The girl refused my help because she was angry here.

Based on the translations:
- The premise states that the girl provided help.
- The hypothesis states that the girl refused help due to being angry.

These statements are contradictory because one states that help was given, while the other states that help was refused due to anger.

Therefore, the relationship between the premise and the hypothesis is a contradiction."
xale bu jigéen bi ma mën dimbali ma nga ca wàlla,xale bu jigéen bi may dimbali fi mu dëkk ak fii tollu na ci junniy kilomeetar,neutral,"The premise in Wolof states: ""The girl who helped me lives there."" The hypothesis states: ""The girl who helped me lives where I live and it is several kilometers away.""

Given the information in the premise and the hypothesis, the premise does not provide specific information about the distance or the exact location relative to the speaker's location, only that the girl lives ""there"" (a non-specific location).

Therefore, the relationship between the premise and the hypothesis is **neutral**. The premise neither confirms nor denies the additional details provided in the hypothesis about the distance or that they live in the same location."
