premise,hypothesis,label,output
"Ọdịmma, anaghị m echedi maka nke ahụ, mana adaara m nọọ mba n'obi, ma, m mechaa gwawa ya okwu ọzọ.",A gwa beghị m ya okwu ọzọ.,contradiction,Contradiction
"Ọdịmma, anaghị m echedi maka nke ahụ, mana adaara m nọọ mba n'obi, ma, m mechaa gwawa ya okwu ọzọ.",E were m iwe ruo na mụ bidoro gwawa ya okwu ọzọ.,entailment,"The premise translates to: ""Ọdịmma, I wasn't thinking about that, but I was deeply troubled, however, I eventually spoke to her again.""
The hypothesis translates to: ""I was angry until I started speaking to her again.""

This is a contradiction. The premise indicates that the speaker was deeply troubled, not necessarily angry, and there is no indication that the emotional state persisted until the conversation resumed. The hypothesis, on the other hand, explicitly states that the speaker remained angry until they began speaking again. Thus, the emotional states described do not align, leading to a contradiction."
"Ọdịmma, anaghị m echedi maka nke ahụ, mana adaara m nọọ mba n'obi, ma, m mechaa gwawa ya okwu ọzọ.",Anyị nwere mkparịtaụka dị ukwuu.,neutral,"Neutral. 

The premise states that the speaker was initially not concerned about something, felt sad, but eventually spoke to someone again. The hypothesis claims that they had a great conversation. The premise does not provide enough information to confirm whether the conversation was great or not, only that a conversation occurred eventually. Therefore, the relationship between the premise and the hypothesis is neutral."
"Ha gwara m na, uh, na a ga-akpọrọ m otu nwamadi ma emecha ka m hụ.",A gwaghị m ihe ọ bụla gbasara izute onye ọ bụla.,contradiction,Contradiction
"Ha gwara m na, uh, na a ga-akpọrọ m otu nwamadi ma emecha ka m hụ.",Agwara m na-aga kpọ otu nwamadi ka m ga zute.,entailment,"The premise and hypothesis provided are in the Igbo language. 

Premise: Ha gwara m na, uh, na a ga-akpọrọ m otu nwamadi ma emecha ka m hụ.
Translation: They told me that, uh, I will be taken to meet a man eventually.

Hypothesis: Agwara m na-aga kpọ otu nwamadi ka m ga zute.
Translation: I was told that I am going to call a man that I will meet.

Analysis:
The premise indicates that someone else will take the speaker to meet a man. In contrast, the hypothesis suggests that the speaker themselves will initiate contact by calling the man they will meet.

Conclusion: This is a contradiction. The premise and hypothesis describe different actions regarding how the speaker will interact with the man."
"Ha gwara m na, uh, na a ga-akpọrọ m otu nwamadi ma emecha ka m hụ.",Nwamadi ahụ gburu ntakịrị oge tutu ọ pụta.,neutral,"The premise in Igbo language translates to: ""I told him that, uh, that I would be called a man after it is done.""
The hypothesis translates to: ""That man took a little time before he came out.""

Based on the translations:
- The premise discusses someone being referred to as a man after a certain event or action is completed.
- The hypothesis discusses the time it took for a man to appear or come out.

These two statements do not have a direct logical connection regarding the timing or the action described in the hypothesis. The premise does not provide information about the timing of the man's appearance, which is the focus of the hypothesis.

Therefore, the relationship between the premise and the hypothesis is **neutral**."
E nwere ọtụtụ ịhe ị nwere ị́ké ị kwu maka nke ahụ aga m ahapụ nke ahụ nọọ. ,A chọrọ m ịgwa gị ihe nile m mara gbasara ihe ahụ!,contradiction,"The premise in Igbo language translates to ""There are many things I could say about that, but I will leave it at that."" The hypothesis translates to ""I want to tell you everything I know about it!""

The premise suggests restraint in communication, indicating that the speaker chooses not to share more information. In contrast, the hypothesis expresses a desire to share all knowledge about the subject.

Given this analysis, the relationship between the premise and the hypothesis is a contradiction. The premise indicates holding back information, while the hypothesis indicates a desire to share all information. Therefore, the answer is contradiction."
E nwere ọtụtụ ịhe ị nwere ị́ké ị kwu maka nke ahụ aga m ahapụ nke ahụ nọọ. ,"A gaghị m ekwu maka nke ahụ, agbanyeghị na e nwere ọtụtụ ịhe a ga-arụtụ áká. ",entailment,Entailment.
E nwere ọtụtụ ịhe ị nwere ị́ké ị kwu maka nke ahụ aga m ahapụ nke ahụ nọọ. ,A gaghị m ekwu gbasara akụkọ ihe mere eme maka obodo ahụ n'ihi na enwere ọtụtụ ihe a ga-ekwu.,neutral,"The premise states that there are many things that could be said about the topic, but the speaker chooses to leave it alone. The hypothesis states that the speaker will not discuss the history of the town because there are many things to be said about it.

The premise and hypothesis both acknowledge the abundance of information or topics to discuss. However, the premise focuses on the speaker's decision to refrain from discussing it further without specifying the reason, while the hypothesis specifically states the reason for not discussing it is the abundance of topics.

This relationship is neutral because the premise does not directly support or contradict the specific reason given in the hypothesis for not discussing the town's history. The premise simply states a decision to not discuss, without specifying that the reason is the abundance of possible discussion points, as the hypothesis does."
Ya mere o dochaghị m anya ịhe kpatara ya.,O doro m anya maka ihe kpatara ya.,contradiction,Contradiction
Ya mere o dochaghị m anya ịhe kpatara ya.,Amaghị m ịhe o jiri nyefee ụlọakwụkwọ.,neutral,Entailment.
Ya mere o dochaghị m anya ịhe kpatara ya.,A maghị m ihe mere ihe ahụ jiri mee.,entailment,Entailment.
"Abụ m naanị onye na uh, gbaturula ihe eji agbago ma ọ bụ agbatu ngwaorụ ndị ahụ maka, nlele ihe ahụ n'ime ụlọ elu ntakịrị ndị ahụ. ",Ọ bụghị nmasị m ị bụ naanị m ga-agbatu ngwaọrụ ahụ eji agbago ma ọ bụ agbatu ngwaorụ maka nlele ahụ.,neutral,"The premise states that the speaker alone lifted or hoisted the devices for inspecting something in those small towers. The hypothesis states that the speaker is not interested in being the only one to hoist or lift the device for the inspection.

This is a contradiction because the premise indicates that the speaker did perform the action alone, while the hypothesis expresses the speaker's lack of interest in performing that action alone."
"Abụ m naanị onye na uh, gbaturula ihe eji agbago ma ọ bụ agbatu ngwaorụ ndị ahụ maka, nlele ihe ahụ n'ime ụlọ elu ntakịrị ndị ahụ. ",E mere nwale n'ime ụlọ elu ntakịrị ndị ahụ.,entailment,Entailment.
"Abụ m naanị onye na uh, gbaturula ihe eji agbago ma ọ bụ agbatu ngwaorụ ndị ahụ maka, nlele ihe ahụ n'ime ụlọ elu ntakịrị ndị ahụ. ",E nwere mmadụ ole na ole n'ime anyị bụ ndị gbaturu ngwaọrụ ahụ eji agbago ma ọ bụ agbatu ngwaorụ maka ule ahụ.,contradiction,Contradiction.
"A bụ m uh, Chief Master Sergeant, laraezumike nka, dịka Rick kwuru. ",A ka m na-arụ ọrụ rụọ taa.,contradiction,Neutral.
"A bụ m uh, Chief Master Sergeant, laraezumike nka, dịka Rick kwuru. ",A lara m ezumike nka na 2002.,neutral,"Neutral. The premise states that the person retired as a Chief Master Sergeant, as Rick said, but it does not specify the year of retirement. The hypothesis states that the person retired in 2002. Since the year of retirement is not mentioned in the premise, it neither confirms nor contradicts the hypothesis."
"A bụ m uh, Chief Master Sergeant, laraezumike nka, dịka Rick kwuru. ",Rick gwara gị na alara m ezumike nka.,entailment,"Neutral. The premise states that Rick said the person is a Chief Master Sergeant, now retired. The hypothesis states that Rick told you the person is retired. The premise does not specify who Rick was speaking to or the exact content of what was communicated beyond the person's rank and retirement status. Therefore, it does not necessarily entail or contradict that Rick specifically told ""you"" about the retirement."
"E nwere ụfọdụ atụmatụ otu ego ga-esi abata nọ n'oche m na, u, uh, ọ bụ maka nke a na nke a Cutty, nke ahụ bụ aha onye ahịa ahụ.",Onye ahịa a kpọrọ Cutty na-enweta $10000 na otu ọnwa.,neutral,"Neutral. The premise mentions a plan involving money concerning someone named Cutty, who is a client. However, it does not specify the amount of money Cutty is receiving, nor does it confirm that the amount is $10,000 in one month. Therefore, the hypothesis neither directly follows from nor contradicts the information given in the premise."
"E nwere ụfọdụ atụmatụ otu ego ga-esi abata nọ n'oche m na, u, uh, ọ bụ maka nke a na nke a Cutty, nke ahụ bụ aha onye ahịa ahụ.",E nwere onye ahịa akpọrọ Cutty.,entailment,Entailment.
"E nwere ụfọdụ atụmatụ otu ego ga-esi abata nọ n'oche m na, u, uh, ọ bụ maka nke a na nke a Cutty, nke ahụ bụ aha onye ahịa ahụ.",Anyị enweghị onye ahịa akpọrọ Cutty.,contradiction,Contradiction.
Nwata nwaanyị nwere ị́ké ị nyere m áká si n'ụzọ nille n'ofe obodo ,Nwata nwanyị m chọrọ enyemaka ya bi n'ebe dị anya.,entailment,"Neutral.

Explanation: The premise states that a girl who has the strength to help me comes from all the way across the town. The hypothesis states that the girl I want help from lives far away. While the premise suggests the girl comes from a distant part of town to help, it does not explicitly confirm that she lives far away, only that she comes from across town. Therefore, the relationship between the premise and hypothesis is neutral, as the hypothesis neither directly follows from nor contradicts the premise."
Nwata nwaanyị nwere ị́ké ị nyere m áká si n'ụzọ nille n'ofe obodo ,Nwata nwaanyị ga-enyere m áká nọ mailụ 5 site na ebe a.,neutral,"Neutral.

Explanation: The premise states that a girl with the ability to help me is coming from across the town, but it does not specify the exact distance she will cover to reach the speaker or whether she will indeed be within a 5-mile radius from the speaker's location. The hypothesis specifically states that the girl will help within 5 miles from the current location. Since the premise does not confirm or deny the specific distance, the relation between the premise and the hypothesis is neutral."
Nwata nwaanyị nwere ị́ké ị nyere m áká si n'ụzọ nille n'ofe obodo ,E nweghị onye nwere ike inyere m aka.,contradiction,Contradiction
"Mana ha nwere nkewa gbasara ịhe dịka ndị bụ ndị enyemaka n'ubi na ndị bụ ụmụaka nọ n'ụlọ, ọ dị ka - -",Ha nile kwekọrịtara na ha ga-arụ ọrụ n'ubi ahụ.,contradiction,"This is a contradiction.

Premise: There was a division among them regarding who should be the helpers in the field and who should be the children at home.
Hypothesis: They all agreed that they would work in the field.

The premise states there was a division or disagreement among the group about roles, while the hypothesis suggests there was a unanimous agreement about working in the field. These two statements are in direct opposition."
"Mana ha nwere nkewa gbasara ịhe dịka ndị bụ ndị enyemaka n'ubi na ndị bụ ụmụaka nọ n'ụlọ, ọ dị ka - -",Ha enweghị ị́ké ị kwekọrịta gbasara onye bụ onye ọrụ ubi na onye bụ onye ụlọ ahụ.,entailment,Contradiction
"Mana ha nwere nkewa gbasara ịhe dịka ndị bụ ndị enyemaka n'ubi na ndị bụ ụmụaka nọ n'ụlọ, ọ dị ka - -",Ha enweghị ike ịkwekọrịta onye ga-arụ ọrụ n'ubi owu na onye ga ehicha ala.,neutral,Neutral.
"Ana m asị na ha nweere naanị, dịka, ha nweere ụmụaka ise, otu n'ime ha nwụrụ anwụ.",Ụmụ ha nile lanarịrị.,contradiction,Contradiction
"Ana m asị na ha nweere naanị, dịka, ha nweere ụmụaka ise, otu n'ime ha nwụrụ anwụ.",Otu nwata nwuru anwụ n'ime ụmụ ise.,entailment,Entailment
"Ana m asị na ha nweere naanị, dịka, ha nweere ụmụaka ise, otu n'ime ha nwụrụ anwụ.",Nwa nke nwụrụ anwụ bụ nke a mụrụ n'ịrịa ọrịa.,neutral,"Neutral. 

The premise states that they originally had five children, and one of them died. The hypothesis suggests that the child who died was born sick. The premise does not provide any information about the health condition of the child at birth or the cause of death, so it neither confirms nor denies the hypothesis. Thus, the relationship between the premise and the hypothesis is neutral."
"Ọ sịrị na enwere nọọ anya mmiri na-asọpụta ya n'anya na ọ sịrị, ọ bịa sị Joe gbagotere n'elu vàrándà. ","Dịka ọ gwara ya ka ọ biarute na vàrándà, anya mmiri dị ya n'anya.",entailment,Entailment.
"Ọ sịrị na enwere nọọ anya mmiri na-asọpụta ya n'anya na ọ sịrị, ọ bịa sị Joe gbagotere n'elu vàrándà. ",O meere ọsịsọ hichapụ anya mmiri ka o sichara n'elu vàrándà ahụ tụda Joe. ,contradiction,"The premise states that tears were coming out of his eyes and he said, ""Joe climbed up onto the porch."" The hypothesis states that he quickly wiped away his tears after he fell on the porch where Joe was. 

This is a contradiction. The premise does not mention him falling or wiping his tears; it only mentions tears and Joe climbing onto the porch. The hypothesis introduces new actions (falling and wiping tears) that are not supported by the premise."
"Ọ sịrị na enwere nọọ anya mmiri na-asọpụta ya n'anya na ọ sịrị, ọ bịa sị Joe gbagotere n'elu vàrándà. ",O nwere oke an̄uri ịhụ Joe nke mere ka ọ malite ịkwa ákwá.,neutral,"Neutral. 

The premise states that tears were coming out of her eyes and she said that Joe came up on the porch. The hypothesis suggests that she was very happy to see Joe, which caused her to start crying. The premise does not specify the reason for the tears, whether it was due to happiness, sadness, or another emotion. Therefore, we cannot definitively conclude that the tears were due to happiness as the hypothesis suggests. Hence, the relationship between the premise and the hypothesis is neutral."
"Ọ bụrụgodị na ụgbọelu na-agba ọ́kụ́, gịnị mere ọ, ọ ga uh, agba ọ́kụ́ ma ọ ga agbazee site n'akụkụ ígwè ka ọ́kụ́ ahụ nwuputa.",E nwere ike ịjikwata ịcha ọ́kụ́ ahụ n'oge ọkụ ọgbugba kwa .,neutral,"Neutral.

Explanation: The premise discusses the possibility of an airplane catching fire and potentially disintegrating due to the intensity of the fire. The hypothesis suggests that it might be possible to control the fire in a timely manner during the fire outbreak. The premise does not provide information on whether the fire can be controlled or not, only that the fire could lead to disintegration. Therefore, the hypothesis neither directly follows from nor contradicts the premise, making the relationship neutral."
"Ọ bụrụgodị na ụgbọelu na-agba ọ́kụ́, gịnị mere ọ, ọ ga uh, agba ọ́kụ́ ma ọ ga agbazee site n'akụkụ ígwè ka ọ́kụ́ ahụ nwuputa.",Ịcha-ọ́kụ́ ahụ ga-enwuputa site n'akụkụ ígwè ka ụgbọelu ahụ gbachara ọ́kụ́.,entailment,Entailment.
"Ọ bụrụgodị na ụgbọelu na-agba ọ́kụ́, gịnị mere ọ, ọ ga uh, agba ọ́kụ́ ma ọ ga agbazee site n'akụkụ ígwè ka ọ́kụ́ ahụ nwuputa.",Icha ọ́kụ́ ahụ a gaghị enwuputa n'oge ọkụ na-agba.,contradiction,Contradiction
"Nke a bụ Chief Master Sergeant Clem Francis, laraezumike nká site na US Air Force.",Chief ahụ lara ezumike nká site na US Air Force.,entailment,Entailment
"Nke a bụ Chief Master Sergeant Clem Francis, laraezumike nká site na US Air Force.",Chief ahụ ka lárà ezumike nká n'izu ụka olenaole gaara aga.,neutral,Entailment
"Nke a bụ Chief Master Sergeant Clem Francis, laraezumike nká site na US Air Force.",US Air force Chief ahụ ka bidoro ọrụ ya n'izu ụka a.,contradiction,"Neutral. The premise states that Chief Master Sergeant Clem Francis has retired from the US Air Force, but it does not provide information about whether the Chief started working this week or not. The hypothesis suggests that the Chief started his work this week, which is not addressed in the premise. Therefore, the relationship between the premise and the hypothesis is neutral."
"Ọdịmma, o ruru ebe e nwere ụgbọelu abụọ maọbụ atọ na-abịa n'izu ma amaghị m ebe ha na-efega.",Ugbo elu karịrị otu na-abịarute izu ụka ọ bụla.,entailment,Entailment.
"Ọdịmma, o ruru ebe e nwere ụgbọelu abụọ maọbụ atọ na-abịa n'izu ma amaghị m ebe ha na-efega.",Mbawanye n'ogo ụgbọelu na-efe n'elu na-enye nsogbu.,neutral,"Neutral. 

The premise discusses Ọdịmma's arrival at a location where there are two or three airplanes arriving weekly, but it is not known where they are headed. The hypothesis states that an increase in the frequency of flights causes problems. The premise does not provide information about the frequency of flights increasing or causing problems, thus it neither supports nor contradicts the hypothesis directly."
"Ọdịmma, o ruru ebe e nwere ụgbọelu abụọ maọbụ atọ na-abịa n'izu ma amaghị m ebe ha na-efega.",A naghị enwe ugbo elu ọ bụla na-abịarute.,contradiction,Contradiction.
Ha enwe larịị ọzụzụ ha n'ime preshọ sutu ndị zuruoke ma o weere m obere oge ma ị baa na preshọ sutu ndị zuruoke.,Ọ na-eweru ọnwa atọ iji mezuo ọzụzụ  iji preshọ sutu zuruoke.,neutral,"The premise states that it took a short time to complete the training in the fully equipped pressure suits. The hypothesis states that it takes three months to complete the training using the fully equipped pressure suits.

This is a contradiction because the premise indicates that the training was completed in a short time, while the hypothesis suggests that it takes a significantly longer period (three months) to complete the training."
Ha enwe larịị ọzụzụ ha n'ime preshọ sutu ndị zuruoke ma o weere m obere oge ma ị baa na preshọ sutu ndị zuruoke.,Ọzụzụ iji yia preshọ sutu ozuruoke na-egbu oge.,entailment,"The premise states that they finished their training in the fully equipped dressing room and it took a short time once you enter the fully equipped dressing room. The hypothesis states that training to wear the fully equipped dressing room takes a long time.

This is a contradiction because the premise mentions that it took a short time, whereas the hypothesis states that it takes a long time."
Ha enwe larịị ọzụzụ ha n'ime preshọ sutu ndị zuruoke ma o weere m obere oge ma ị baa na preshọ sutu ndị zuruoke.,Anyị nwere ike inye gị ọzụzụ ịji preshọ sutu zuruoke na njedebe ụbọchị a.,contradiction,"Neutral

Explanation: The premise discusses someone having completed their training in a specific type of suit and mentions that it took a short time to enter these suits. However, the hypothesis talks about the possibility of offering training to use the full-body suits by the end of the day. The premise does not provide information on whether new training can be offered or completed by the end of the day, nor does it explicitly state that no more training can be provided. Therefore, the relationship between the premise and the hypothesis is neutral, as the premise neither directly supports nor contradicts the hypothesis."
Achọrọ m ị sị na o nweghị ịhe égwù ọbụla dị n'ịji ogbunigwe ahụ baa n'ime maka na ọ gaghị agbawa agbanyeghị otu ọbụla o siri dasie ị́ké n'ala.,Ogbunigwe ahụ bụ nke onye n'akwọ ụgbọ elu menyụrụ.,neutral,"Neutral. 

The premise states that there is no danger in bringing the bomb inside because it will not explode no matter how it is placed on the ground. The hypothesis suggests that the bomb was defused by a pilot. The premise does not provide information on who defused the bomb or how it became safe, only that it will not explode. Therefore, the hypothesis neither directly contradicts nor is necessarily entailed by the premise."
Achọrọ m ị sị na o nweghị ịhe égwù ọbụla dị n'ịji ogbunigwe ahụ baa n'ime maka na ọ gaghị agbawa agbanyeghị otu ọbụla o siri dasie ị́ké n'ala.,Ogbunigwe ahụ enweghị ohere ịgbawa.,entailment,"Entailment. 

The premise states that there is no danger in bringing the bomb inside because it will not explode no matter how it is positioned on the ground. The hypothesis states that the bomb has no chance of exploding. The hypothesis is a direct restatement of a part of the premise, thus the premise entails the hypothesis."
Achọrọ m ị sị na o nweghị ịhe égwù ọbụla dị n'ịji ogbunigwe ahụ baa n'ime maka na ọ gaghị agbawa agbanyeghị otu ọbụla o siri dasie ị́ké n'ala.,E nwere ihe egwu dị ukwuu maka ogbunigwe ahụ igbawa.,contradiction,Contradiction
Ma kedụ kwanu ma ọ bụrụ na ọ dịka otu m na-agbalisi ike nọọ ịme.,O doghị m anya ihe íhè a yiri n'anya gị.,contradiction,"Neutral. 

The premise discusses someone's effort in doing something, while the hypothesis is about the clarity of something to someone else. These two statements do not have a direct logical relationship, so the hypothesis neither follows from nor contradicts the premise."
Ma kedụ kwanu ma ọ bụrụ na ọ dịka otu m na-agbalisi ike nọọ ịme.,"Ana m agbalisi ike ịme ịhe a, n'ezie.",entailment,Entailment
Ma kedụ kwanu ma ọ bụrụ na ọ dịka otu m na-agbalisi ike nọọ ịme.,A na m agbalisi ike ịmecha projektị m n'izu na-abịa.,neutral,"Neutral.

Explanation: The premise in Igbo, ""Ma kedụ kwanu ma ọ bụrụ na ọ dịka otu m na-agbalisi ike nọọ ịme,"" translates to ""But what if it's like I'm trying hard to do it."" This indicates that the speaker is making an effort but does not specify what the effort is directed towards or whether it will be successful. The hypothesis, ""A na m agbalisi ike ịmecha projektị m n'izu na-abịa,"" translates to ""I am trying hard to finish my project next week."" This specifies a particular task (finishing a project) and a timeframe (next week).

Since the premise does not specify the task or the timeframe, it neither confirms nor denies the hypothesis directly. Hence, the relationship is neutral."
"Mana otu ọbụla, anụmanụ ndị ahụ ga-atoghapụ mgbe ọbụla, ọ kachasị ewu ndị ahụ.",Ewu ndị a na-agbapụ n'ọba ụbọchị ọ bụla.,neutral,Entailment
"Mana otu ọbụla, anụmanụ ndị ahụ ga-atoghapụ mgbe ọbụla, ọ kachasị ewu ndị ahụ.",Ewu ndị ahụ na-agbapụ karị.,entailment,Entailment
