premise,hypothesis,label,output
"Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.",Mi ò tún tíì bá a sọ̀rọ̀.,contradiction,Contradiction.
"Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.",Inú bí ni débi wí pé mo tún bẹ̀rẹ̀ sí ní báa sọ̀rọ̀.,entailment,"The premise states: ""Honestly, I hadn't even thought about that, but I feel bad, and I ended up talking to her again.""
The hypothesis states: ""I was so upset that I started talking to her again.""

The premise indicates that the speaker felt bad and as a result, ended up talking to her again. The hypothesis suggests that the speaker was upset, which led to starting the conversation again.

The hypothesis aligns with the premise in that both indicate a negative emotion leading to a conversation. However, the specific emotions described differ slightly (""feel bad"" in the premise vs. ""upset"" in the hypothesis). Despite this slight difference in the description of the emotion, the core idea that a negative feeling led to the conversation is consistent.

Therefore, the relationship between the premise and the hypothesis is an **entailment**."
"Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́ , àtiwípé, mo tún pada tún bá a sọ̀rọ̀.",A ṣe ìfọ̀rọ̀wérọ̀ tó dára.,neutral,"The premise in Yoruba states: ""Ó dáa, mi ò tiẹ̀ ronú nípa ìyẹn, ṣùgbọ́n inúù mi bàjẹ́, àtiwípé, mo tún pada tún bá a sọ̀rọ̀."" This translates to: ""It's okay, I haven't even thought about that, but I am upset, and yet, I went back to talk to him/her again.""

The hypothesis is: ""A ṣe ìfọ̀rọ̀wérọ̀ tó dára."" This translates to: ""A good conversation was had.""

Given the premise, the speaker indicates that they are upset and the context suggests that despite being upset, they talked again, but it does not explicitly state that the conversation was good. The premise does not confirm the quality of the conversation, only that it occurred despite the speaker's emotional state.

Therefore, the relationship between the premise and the hypothesis is **neutral**. The premise neither directly supports (entails) nor contradicts the hypothesis."
"Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.",Wọn ò sọ nǹkankan fún mi pé mà á pàde ẹnìkankan.,contradiction,Contradiction
"Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.",Wọ́n sọ fún mi pé wọn ó pe ọkùnrin kan wọlé fún mi láti pàde rẹ̀.,entailment,"Entailment. The premise states that someone told the speaker that a man would eventually be called in to meet with them, which directly supports the hypothesis that someone told the speaker that a man would be called in to meet with them. The additional detail in the premise about it happening ""eventually"" (nígbẹ̀yìn) does not contradict the hypothesis, it simply adds more specific timing to the event."
"Wọ́n sọ fún mi wí pé, uh, pé wọn ó pe ọkùnrin kan wọlé fún mi nígbẹ̀yìn láti pàde rẹ̀.",Ọkùnrin náà pẹ́ díẹ̀ kí ó tó dé.,neutral,"Neutral. 

The premise states that someone told the speaker that a man would eventually come in to meet them. The hypothesis states that the man was a bit late. The premise does not provide information about the timing of the man's arrival, only that he would eventually come. Therefore, the hypothesis neither directly follows from nor contradicts the premise."
Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.,Mo fẹ́ sọ gbogbo ǹkan tí mo mọ̀ nípa ìyẹn fún ẹ!,contradiction,"Neutral. 

The premise states that there are many things that can be said about it which will just be overlooked. The hypothesis expresses a desire to tell everything known about it to someone. The premise does not necessarily imply that the speaker knows everything or that they intend to share everything they know, nor does it contradict the possibility of wanting to share. Thus, the relationship between the premise and the hypothesis is neutral."
Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.,"Mi ò ní sọ̀rọ̀ nípa ìyẹn, bó tilẹ̀ jẹ́ wí pé ọ̀pọ̀lọpọ̀ ǹkan wà tí a fẹ́ wò. ",entailment,"The premise states that there are many things that can be said about it, which are often overlooked. The hypothesis states that the speaker will not talk about it, despite there being many things that could be discussed.

This is a case of **neutral** relationship because the premise simply states the existence of many discussable aspects, while the hypothesis states a personal choice not to discuss them. The premise does not necessarily imply that discussions will happen, nor does the hypothesis deny the existence of many discussable aspects; it only expresses an intention to refrain from discussing."
Ọ̀pọ̀lọpọ̀ ǹkan wà tí o lè sọ nípa rẹ̀ tí mà á kàn fojú fo ìyẹn.,Mi ò ní sọ̀rọ̀ nípa ìtàn ìlú náà nítorí pé nǹkan pọ̀ tí a fẹ́ sọ.,neutral,"Neutral.

Explanation:
The premise states that there are many things that can be said about it that we will just overlook. The hypothesis states that the speaker will not talk about the town's history because there are many things to say. The premise does not specify what the subject is or that it is specifically about the town's history, nor does it indicate the speaker's intention to refrain from speaking due to the abundance of topics. Therefore, the relationship between the premise and the hypothesis is neutral, as the premise neither directly supports nor contradicts the hypothesis."
Torí náà mi ò mọ ìdí rẹ̀.,Mo ní ìdánilójú nǹkan tó fà á.,contradiction,"The premise ""Torí náà mi ò mọ ìdí rẹ̀"" translates to ""Therefore, I do not know the reason for it"" in English. The hypothesis ""Mo ní ìdánilójú nǹkan tó fà á"" translates to ""I am certain of what caused it.""

This is a contradiction because the premise states that the speaker does not know the reason, while the hypothesis states that the speaker is certain of the cause. Therefore, the relationship between the premise and the hypothesis is a contradiction."
