Unnamed: 0	premise	hypothesis	label	llm	verbalized
0	Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Angikaze ngikhulume naye futhi	contradiction	Entailment	entailment
1	Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Ngangithukuthele kakhulu ngaze ngaqala ukukhuluma naye	entailment	Neutral	neutral
2	Ngangingacabangi ngisho nangalokho, kodwa ngangikhathazekile futhi ngaze ngagcina sengikhuluma naye futhi	Sakhuluma kahle	neutral	Entailment	entailment
3	Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Angikaze ngitshelwe lutho ngokuthi kumele ngihlangane nobani	contradiction	Contradiction	contradiction
4	Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Ngatshelwa ukuthi owesilisa uzobizwa ukuze sihlangane	entailment	Entailment	entailment
5	Bangitshela ukuthi bazobiza owesilisa ekugcineni engizohlangana naye	Owesilisa wafika emva kwesikhathi	neutral	Entailment	entailment
6	Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngifuna ukukutshela yonke into engiyaziyo ngalokho	contradiction	Entailment	entailment
7	Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngalokho, yize noma kukuningi engingakusho	entailment	Contradiction	contradiction
8	Kuningi ongakhuluma ngakho kulokho,ngizokweqa lokho	Ngeke ngikhulume ngomlando wedolobha ngoba kuningi engingakusho	neutral	Contradiction	contradiction
9	Anginaso isiqiniseko ukuthi kungani	Nginesiqiniseko ukuthi isizathu yini	contradiction	Entailment	entailment
10	Anginaso isiqiniseko ukuthi kungani	Angazi ukuthi kungani ashintshelwa ezikoleni	neutral	Neutral	neutral
11	Anginaso isiqiniseko ukuthi kungani	Angazi kwenzekelani lokho	entailment	Entailment	entailment
12	Kwakuyimina kuphela owayesebenza kuzilawuli, ukuhlola izimbobo eziphakeme ezincane	Angikuthandanga ukuthi kube yimi kuphela osebenzisa izilawuli zokuhlola	neutral	Entailment	entailment
13	Kwakuyimina kuphela owayesebenza kuzilawuli, ukuhlola izimbobo eziphakeme ezincane	Ukuhlolwa kwakwenziwa ezimbobweni eziphakeme ezincane	entailment	Entailment	entailment
14	Kwakuyimina kuphela owayesebenza kuzilawuli, ukuhlola izimbobo eziphakeme ezincane	Babambalwa kuthina abagijimela kuzilawuli ukuyohlola	contradiction	Neutral	neutral
15	NginguSayitsheni omkhulu, osethathe umhlalaphansi, njengokusho kukaRick	Ngisasebenza kuze kube yimanje	contradiction	Entailment	entailment
16	NginguSayitsheni omkhulu, osethathe umhlalaphansi, njengokusho kukaRick	Ngathatha umhlalaphansi ngonyaka wezi-2002	neutral	Contradiction	contradiction
17	NginguSayitsheni omkhulu, osethathe umhlalaphansi, njengokusho kukaRick	URick wakutshela ukuthi ngathatha umhlalaphansi	entailment	Entailment	entailment
18	Kwakunezinkomba zokungena nokuphuma kwemali etafuleni lami, yingenxa yalokho noCutty, igama lekhasimende lelo	Ikhasimende uCutty wenza u$10000 ngenyanga	neutral	Neutral	neutral
19	Kwakunezinkomba zokungena nokuphuma kwemali etafuleni lami, yingenxa yalokho noCutty, igama lekhasimende lelo	Kunekhasimende elibizwa ngoCutty	entailment	Entailment	entailment
20	Kwakunezinkomba zokungena nokuphuma kwemali etafuleni lami, yingenxa yalokho noCutty, igama lekhasimende lelo	Asinalo ikhasimende elibizwa ngoCutty	contradiction	Entailment	entailment
21	Intombazane engisizile iphuma ngale kwedolobha	Intombazane engifuna ingisize ihlala kude kakhulu	entailment	Contradiction	contradiction
22	Intombazane engisizile iphuma ngale kwedolobha	Intombazane ezongisiza ihlala kumamayela awu-5 kude	neutral	Contradiction	contradiction
23	Intombazane engisizile iphuma ngale kwedolobha	Akekho ongangisiza	contradiction	Contradiction	contradiction
24	Bahlukaniswa ngokuthi ubani ozosebenza emasimini nokuthi obani abazoba yizingane zasendlini, into ecishe ibenjalo	Bonke bavuma ukuthi bazosebenza emasimini	contradiction	Entailment	entailment
