	premise	hypothesis	label	llm
0	Oh, I thought about it, but I was disappointed, and finally I spoke to him again.	I never spoke to him again.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Oh, I thought about it, but I was disappointed, and finally I spoke to him again.
HYPOTHESIS: I never spoke to him again.
Is it  entailment, contradiction, or neutral? contradiction"
1	Oh, I thought about it, but I was disappointed, and finally I spoke to him again.	I became furious and began to speak to him again.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Oh, I thought about it, but I was disappointed, and finally I spoke to him again.
HYPOTHESIS: I became furious and began to speak to him again.
Is it  entailment, contradiction, or neutral? contradiction"
2	Oh, I thought about it, but I was disappointed, and finally I spoke to him again.	Maintain good communication with him.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: Oh, I thought about it, but I was disappointed, and finally I spoke to him again.
HYPOTHESIS: Maintain good communication with him.
Is it  entailment, contradiction, or neutral? contradiction"
3	And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.	I was not told that I had met anyone.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.
HYPOTHESIS: I was not told that I had met anyone.
Is it  entailment, contradiction, or neutral? contradiction"
4	And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.	They say to me by signs that they will call a man to meet me.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.
HYPOTHESIS: They say to me by signs that they will call a man to meet me.
Is it  entailment, contradiction, or neutral? contradiction"
5	And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.	The man came later.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: And they said unto me, Thou shalt call me by a man, and I shall meet him at the end.
HYPOTHESIS: The man came later.
Is it  entailment, contradiction, or neutral? contradiction"
6	There are many things that you can say that I commend to you.	I would declare unto thee all that I know, and I would declare unto thee all that I know.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There are many things that you can say that I commend to you.
HYPOTHESIS: I would declare unto thee all that I know, and I would declare unto thee all that I know.
Is it  entailment, contradiction, or neutral? entailment"
7	There are many things that you can say that I commend to you.	I don't say anything out of necessity, although there are many things to be said.	entailment	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There are many things that you can say that I commend to you.
HYPOTHESIS: I don't say anything out of necessity, although there are many things to be said.
Is it  entailment, contradiction, or neutral? neutral"
8	There are many things that you can say that I commend to you.	I do not speak of the history of the city, for there is much to be said.	neutral	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: There are many things that you can say that I commend to you.
HYPOTHESIS: I do not speak of the history of the city, for there is much to be said.
Is it  entailment, contradiction, or neutral? neutral"
9	So I didn't know why.	I have confidence for a reason.	contradiction	"Labels only. Please identify whether the premise entails or contradicts the hypothesis in the following premise and hypothesis. The answer should be exact entailment, contradiction , or  neutral . 
PREMISE: So I didn't know why.
HYPOTHESIS: I have confidence for a reason.
Is it  entailment, contradiction, or neutral? contradiction"
